Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
X049,7,188,801894,676158,598973,0.37642594458325196,0.016926640689445122,0.004670721338306138,-0.015653629013561127,0.005944566949142999,0.006201360034746279,0.012004920471378576,0.00660216837424975,-0.014221949563869971,-0.005283618369092165
X047,12,174,636000,556622,552207,0.2647202741038664,0.015726523085305515,0.0004402770464199541,-0.015900770191536687,0.008051666804893004,0.008208639740375175,0.011821079496486276,0.005557991844772634,-0.015067431772601596,-0.004392950093543331
K067,13,169,661316,480192,458553,0.23376322531764762,0.014425913870438099,0.001755355214207548,-0.01663260443298053,0.009139253775644209,0.008398039864766236,0.009038640489686419,0.004493691027527363,-0.009733469687468571,-0.002390241063065933
K455,16,137,163980,126181,111821,0.7315677400143272,0.016689653884696783,0.011448958204399754,-0.02030252724385755,-0.007616572775387371,-0.011083041502311763,0.007201966751972242,0.002000602834624383,0.003013477591694282,-0.004492498296376144
Q440,28,159,93850,149354,119117,0.16398076522753804,0.008872580203509653,0.0007423329797698017,-0.010705354881429442,-0.00010785713720892919,0.005843360814042673,-0.002135234053683696,0.0022360459333274425,-0.001252701281859299,-0.0012991784544045466
R072,31,153,836921,761380,519647,0.23432129287093056,-0.00602244685403883,0.0005404060554595415,-0.002507820715199654,-0.003938896949429194,0.0021251365098208515,0.007917971442193028,-0.0066895369189848425,0.0026425530536205713,-0.00012063371481574716
Q026,26,154,105958,68745,65309,0.46260221933165746,0.0019070538217132945,0.0015169630311007668,-0.009951672713362478,-0.0076721504916401695,0.0013572158731651924,0.02147468935761112,-0.01330597528396475,0.007800263654895505,-0.00012407289930855197
K406,21,154,193391,211168,167748,0.43701066761850155,0.004287192404435909,0.00163642767548626,-0.009138004864298768,-0.007477831776668372,0.0008673626810901774,0.012505929377907959,-0.005802283558344553,0.0005631048246533504,8.737902577292175e-05
Q139,28,178,27000,29485,29485,-0.4003850940027061,0.00899583448509931,0.02285451665993432,-0.0008836539021810016,-0.011402691294798428,0.009002844305860298,0.010121649382302544,-0.0015191605400214129,-0.0036137824784691374,-0.009355465536019405
K655,15,175,26100,25063,25063,-0.46675432636638553,0.0030110280041687567,-0.0038960635050054176,0.009201155616805292,-0.02048575515506214,0.008291300738629716,0.0022982492032136937,0.003633576478851156,-0.0020532017838523157,-0.0003411730337632988
M440,2,178,15380,27643,27643,-0.46675432636638553,0.0030110280041687567,-0.003896063505005417,0.009201155616805288,-0.020485755155062135,0.008291300738629714,0.002298249203213694,0.003633576478851155,-0.0020532017838523157,-0.0003411730337632989
K035,16,181,23850,22197,22197,-0.46675432636638553,0.003011028004168757,-0.0038960635050054176,0.009201155616805288,-0.020485755155062138,0.008291300738629716,0.002298249203213694,0.0036335764788511574,-0.002053201783852316,-0.00034117303376329913
X184,7,180,15956,14226,14226,-0.46675432636638553,0.0030110280041687567,-0.0038960635050054168,0.009201155616805292,-0.020485755155062138,0.008291300738629718,0.0022982492032136933,0.003633576478851156,-0.002053201783852316,-0.0003411730337632988
M136,5,180,14710,17872,17872,-0.46675432636638553,0.0030110280041687563,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629713,0.0022982492032136937,0.003633576478851154,-0.0020532017838523152,-0.000341173033763299
K145,32,182,22500,24538,24538,-0.46675432636638553,0.003011028004168757,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629716,0.0022982492032136937,0.003633576478851156,-0.002053201783852316,-0.000341173033763299
M155,4,181,17145,3788,3788,-0.46675432636638553,0.003011028004168757,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629714,0.0022982492032136946,0.003633576478851154,-0.002053201783852316,-0.00034117303376329875
K189,17,180,16740,17785,17785,-0.46675432636638553,0.0030110280041687563,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629716,0.0022982492032136937,0.0036335764788511552,-0.002053201783852316,-0.00034117303376329875
X193,12,178,23461,16512,16512,-0.46675432636638553,0.0030110280041687567,-0.0038960635050054168,0.009201155616805288,-0.02048575515506214,0.00829130073862972,0.0022982492032136937,0.0036335764788511552,-0.0020532017838523157,-0.0003411730337632989
K024,15,182,17460,7633,7633,-0.46675432636638553,0.0030110280041687563,-0.003896063505005417,0.009201155616805292,-0.020485755155062135,0.008291300738629718,0.0022982492032136937,0.003633576478851155,-0.002053201783852315,-0.0003411730337632996
X027,7,180,23400,14777,14777,-0.46675432636638553,0.003011028004168757,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629714,0.0022982492032136937,0.0036335764788511552,-0.0020532017838523157,-0.0003411730337632988
K307,13,179,21870,705,705,-0.46675432636638553,0.003011028004168757,-0.0038960635050054168,0.009201155616805292,-0.020485755155062138,0.008291300738629716,0.0022982492032136933,0.003633576478851155,-0.0020532017838523152,-0.000341173033763299
M075,3,182,21600,10624,10624,-0.46675432636638553,0.003011028004168757,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629714,0.0022982492032136933,0.003633576478851156,-0.0020532017838523152,-0.000341173033763299
M646,4,181,18045,2712,2712,-0.46675432636638553,0.003011028004168757,-0.003896063505005417,0.009201155616805292,-0.020485755155062138,0.008291300738629714,0.0022982492032136933,0.003633576478851156,-0.0020532017838523152,-0.000341173033763299
M876,6,176,6646,12705,12705,0.10801365046300372,0.012263776437538334,0.003441308025094676,-0.009279948427638959,-0.008208004259339916,0.003031979991940338,0.00872775860888968,0.00444069396322577,-0.008182066348234212,-0.003294713258815235
K174,19,181,23267,6501,6501,-0.4628501037867513,0.0077426794373927,0.003735536418854381,0.008756387080045848,-0.0214902965695821,0.010634248840794726,0.002985327625087847,0.0006686455472651376,-0.0021021031565618305,-0.003639478645131724
K017,14,182,17487,13718,13718,-0.4628501037867513,0.0077426794373927,0.003735536418854381,0.008756387080045848,-0.0214902965695821,0.010634248840794726,0.002985327625087847,0.0006686455472651376,-0.0021021031565618305,-0.003639478645131724
K346,19,181,22833,5485,5485,-0.4628501037867513,0.0077426794373927,0.003735536418854381,0.008756387080045848,-0.0214902965695821,0.010634248840794726,0.002985327625087847,0.0006686455472651376,-0.0021021031565618305,-0.003639478645131724
K304,16,180,21245,32295,32295,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K913,32,177,21240,8247,8247,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K383,32,183,16020,11550,11550,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
Q074,26,182,20403,18493,18493,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K857,19,178,16638,12866,12866,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M017,2,177,22694,7555,7555,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M108,4,177,18537,14187,14187,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M123,5,182,24157,14997,14997,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M132,6,181,25622,112,112,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M146,4,176,15160,13061,13061,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
X152,8,181,25567,2368,2368,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K157,14,177,24786,5577,5577,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M161,5,181,22050,13154,13154,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
Q178,26,182,16020,19795,19795,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
Q186,26,177,20880,12983,12983,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M002,2,177,16830,4362,4362,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K206,22,176,17007,5539,5539,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K213,19,180,19776,19202,19202,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K023,14,179,23170,13115,13115,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K238,21,179,19997,29225,29225,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K273,19,180,18697,5719,5719,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K003,13,177,14175,5910,5910,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K328,19,180,19122,4859,4859,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K038,15,177,17240,2008,2008,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M048,6,178,18908,15648,15648,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
X062,8,182,17586,11357,11357,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M072,4,178,21099,16109,16109,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
Q079,25,178,28281,8198,8198,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M096,4,182,17936,16641,16641,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
K009,13,177,14175,5814,5814,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
Q595,28,177,16116,3304,3304,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
M107,4,177,10852,9588,9588,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
X034,10,182,23314,13564,13564,-0.5380868494486295,0.01159518564637197,0.011901857101281898,-0.0010988662477142918,0.00694356365664158,-0.004526114672654239,-0.00045370204989302217,-0.0008152635384771758,0.0012466942803696086,7.738108372992678e-05
