Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
K093,13,178,20610,705,705,-0.567612622183406,0.0014780896255895525,0.0037321824105745007,0.00042665283264079965,-0.001219666401295221,0.0004234454173465582,0.0012319319367042902,-0.0031012395667416605,-0.000731716700822219,0.00018893816318197484
Q509,27,155,1055970,594384,439006,-0.011895997972206763,0.006193625710851293,-0.008714490472506478,-0.006400528245258696,-0.003098893013147363,-0.002207104646702706,1.6468611321217313e-05,0.002074804692766678,0.0016787166201567229,-0.0008628638205273998
M047,2,184,138650,360287,244457,0.6264354012332654,0.019546010808715705,0.013702359007482897,-0.013349475255933897,-0.004380269174892947,0.005487507461850683,0.008758355855503726,0.006077317475091055,-0.012499132188419767,-0.006353262440011796
M470,3,188,561061,598978,388374,0.5273447892529993,0.024236297071871894,0.005843358944688593,-0.002562992740977648,0.0016444111329421563,0.006784249875003209,0.0022575979677300693,0.00023481936114751523,-0.006985631929674635,-0.003647091837841903
M056,1,189,136900,172065,162459,0.4863605582127901,0.018018905769830597,0.008251993617564084,-0.013075735409128805,-0.003607696657622564,0.00926412674064862,0.007308469131408103,0.003814002173524373,-0.013615823336164656,-0.004928480341041546
M183,2,182,30000,3634,3634,-0.4631868201785839,0.0012408778866770207,-0.0016826378019474677,0.002526729481920475,-0.009742500352408524,0.007104860493548382,0.0008176418263183741,0.0014347353579170974,-0.0026704171320196773,-9.04056107680908e-05
X073,9,135,95049,138877,22783,0.40198088875293686,0.009200394376026747,0.0024396931468629946,0.0013377803997638381,-0.010008525276315123,0.002574207176981539,0.004127549264476193,0.009225206837545716,0.016184316750812194,-0.0154232141211297
Q168,25,156,64620,34019,34019,0.42444649118336086,0.015417680812217298,0.010882171640384342,-0.014539378247813426,-0.0014325209729577062,0.009642937888574227,0.0017435991895597231,0.0016854130713920836,-0.0029478899585259977,-0.0009230751265164305
K014,22,151,149793,190998,148412,0.18181532210681148,-0.028099333914953447,0.006767841410251579,0.006658674145428445,0.007252994888473152,0.0037701633733601843,-0.008171408620660216,0.008120254901673587,-0.008825386449309717,0.004223993795623615
Q234,30,154,175017,231178,224443,0.1225684098235829,-0.025699873480242736,0.003344024086221589,0.0031110687342057806,0.002343594648925943,0.003588729127277366,0.004183672443375347,-0.004490155745273234,-0.003694394648811208,0.007883083629390112
X235,9,153,299610,297020,297020,0.11864702809971005,-0.026742255632991856,0.0035486140902363426,0.003059591995985591,0.0014876379750814067,0.0007884736257363763,0.004695297425407225,-0.0051920248895773995,-0.00019346233515326962,0.0017745272256943709
K500,18,257,1059470,453969,453969,0.16112150879382542,-0.029063039776102657,0.006218762991269445,0.005694545710245041,0.004741713672686937,-0.00047558229243439755,-0.0043152164029756895,0.0039148476157709776,-0.0022912386581549027,-0.00402407397250054
Q019,24,155,488781,445368,335560,0.16124465611279765,-0.030342903242817708,0.003899544781141096,0.0017157548811851248,0.0038724288661601035,-0.013205265158759052,0.002473355329254472,-0.004067909930489308,0.00616402369995706,-0.0066869136389445605
Q425,25,123,12325,26780,1319,0.4540294893843105,0.00629209865049726,0.004650750364430208,-0.009740792806207946,-0.002072392219963021,-0.002779281982841073,0.0067827114499559565,0.0011362482215172812,0.007231665440515312,-0.0022013705354325215
R029,31,126,6627,6627,22928,0.019061970169249758,0.00020794470803352542,-0.011226395190364244,-0.0010264983505111865,-0.010397449699933774,-0.0008165935427105996,-0.0078329270032076,0.0037418433189414855,0.020360624125424606,0.0038517376258795652
Q131,29,139,733051,646606,553179,0.19591567243213287,-0.00809290739506082,-0.0011553374981482635,3.22127112253707e-05,-0.003871657755869987,-1.5217930096645959e-05,0.002115561348946055,-0.0015801254689751314,-0.0006935324338149063,0.00661294503062479
Q145,30,152,509820,345117,338554,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
Q025,25,159,398750,580981,501912,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
Q018,26,153,321000,357891,303058,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
Q026,26,211,433020,239026,226111,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
Q037,29,154,617025,584541,572580,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
Q177,26,153,480196,554257,549191,0.496001586387065,0.03521266693266973,-0.009947734367800389,0.03126477295737592,0.011296477155596294,-0.00012161530958333131,0.0040770722629177745,-0.0019835913187148395,0.00025654865850179443,-0.0004637147916263381
X149,7,154,378200,471846,449118,0.4515947007321127,0.029730295349906507,-0.007431696937807682,0.02165303236976938,0.007790402977078549,0.00020251843956535032,0.0043505124287986485,6.54924830655586e-05,-0.0029329542586474817,-0.0007735141445159951
M054,3,154,403680,430519,415270,0.4960015846948214,0.03521266901190881,-0.00994774082527332,0.031264776512404925,0.01129648137409187,-0.00012162543129199752,0.004077084495611173,-0.001983588697850721,0.0002565435185026957,-0.0004637154638702261
K050,14,156,397000,346905,331656,0.4960015846948214,0.03521266901190881,-0.00994774082527332,0.031264776512404925,0.01129648137409187,-0.00012162543129199752,0.004077084495611173,-0.001983588697850721,0.0002565435185026957,-0.0004637154638702261
Q079,25,183,393600,329912,285767,0.4960015846948214,0.03521266901190881,-0.00994774082527332,0.031264776512404925,0.01129648137409187,-0.00012162543129199752,0.004077084495611173,-0.001983588697850721,0.0002565435185026957,-0.0004637154638702261
Q088,24,136,87340,111596,111596,0.34215832042555455,0.017780147264237912,-0.010820974922877516,0.0192990709030895,-0.00033993514425399815,-0.007309398470548892,0.004330127986343647,0.00022991191325956103,0.004681023166839871,-0.01589144857818052
K274,32,124,76093,125092,106898,-0.13629975972307434,0.0014402162007420968,-0.014747434525372936,-0.0018371131455374038,0.0005381595373871789,-0.0031095986208484936,0.0005714608540113155,0.0036909986992982842,0.006778266752295768,-0.006244583066759525
K834,15,169,56505,62222,43942,0.627850727668207,0.010838303742791563,0.00536327532688218,-0.008431687617816007,-0.012822922621015226,-0.010647243167708579,0.004664312435628464,0.003598437411996415,0.007850985026738371,-0.0072770939711780955
Q452,30,159,67278,18632,18632,0.09214441429653701,0.0033972439147272066,-0.0005319379882164609,-0.011761819692197919,0.0051537763421186655,0.0039480254441637466,0.0011184163672481393,0.00404080250686553,-0.002645047559031113,0.004864617828413767
R880,31,154,112250,81245,71982,0.22121066285951277,0.008077407019595974,-0.007805964239102501,-0.008958619627928936,0.0009987957609953943,0.006120600861503306,-0.0072197394405496326,-0.0056350165719524625,0.009173246653253045,0.012028961812296015
Q220,28,185,269594,431865,343766,0.12972805828684011,0.008640163360040065,-0.0026782486205968827,-0.012815855544421167,0.003151707170095979,0.008491802027742234,-0.00484587491802302,-0.005587756844109036,-0.0015393233602654557,0.00028305205335383025
Q462,25,154,45329,90862,72646,0.3831152223727938,0.003418610412210995,0.0067123503086513004,-0.016907058321267716,0.0004226325189238505,0.0009227118859232903,0.0015146108091669836,-0.003700181808056687,0.002995003714415749,0.006460643119469292
Q851,29,154,76605,67890,48796,0.3831152223727938,0.003418610412210995,0.0067123503086513004,-0.016907058321267716,0.0004226325189238505,0.0009227118859232903,0.0015146108091669836,-0.003700181808056687,0.002995003714415749,0.006460643119469292
Q139,28,159,321800,409279,318832,-0.10386904626241726,0.005169496069995016,-0.010825047094998964,-0.004739420995993053,0.0018708991800925057,-0.000988691659194248,-0.0009464682368523804,-0.002345444672963547,-0.005436327405540007,0.007938694627374102
M093,6,156,111889,107297,98454,0.0990400760265286,-0.03195416772440596,0.004571548992162461,0.002802215747888169,-0.002792131239012471,-0.013212839284683862,0.0072533896320761656,-0.008701363569407107,0.01731123283553554,-0.02876828494014324
Q105,27,154,224250,328382,288862,0.18200556080266198,-0.02770636601810124,0.006371403411431222,0.008663915039073074,0.001584746961463325,0.003421568700539214,-0.007186974744027189,0.006968724483155002,-0.00033536523607525707,-0.007265684402946344
Q268,29,159,117036,117483,109872,0.18200556080266198,-0.02770636601810124,0.006371403411431222,0.008663915039073074,0.001584746961463325,0.003421568700539214,-0.007186974744027189,0.006968724483155002,-0.00033536523607525707,-0.007265684402946344
K081,16,157,296459,147712,62623,0.12268255609334013,-0.025464092241204217,0.003106159043145784,0.0043142115783382975,-0.0010573505404811608,0.0033795679698190822,0.0047743349843121,-0.005181073847735505,0.0013996132624712074,0.0009892776383389511
X155,7,235,679460,243755,243755,0.16112150719140553,-0.029063039483840054,0.0062187699046836326,0.005694558183244649,0.004741710670756347,-0.00047558367827056386,-0.004315213071340845,0.003914844946356264,-0.0022912339078681875,-0.004024076299133271
M025,1,152,586080,583102,537959,0.18687400169940935,-0.013145703476347899,0.00020816284527223325,-0.0005853757737878648,0.0031376104449387437,0.002351354667702006,-0.005560014034437818,-0.0001779527695505971,0.002622126981954799,0.0028557956840299676
M163,3,247,1012328,404083,404083,0.1425866721910285,-0.026627853727521075,0.00323684483591406,0.0034165887676573716,0.0013032330863983947,-0.0013578729042781979,0.0034340547972774556,-0.004201107788853941,0.0011684195463372508,0.0019505594652418112
Q158,26,154,896473,386018,202529,0.1186470250552753,-0.026742254149244207,0.0035486136291983804,0.003059586209422215,0.0014876471265305954,0.0007884738477164923,0.004695286040729888,-0.005192038954880955,-0.0001934533009137962,0.0017745262341298993
Q058,24,155,286603,355464,348592,0.09875470823306534,-0.03254361136301464,0.005166202861167772,-0.00020565899893251538,0.005710241447185723,-0.012689921314677503,0.005776724789265981,-0.0069740860882272155,0.004576193518592138,-0.011533760518544182
Q067,26,154,485315,458655,379712,0.16112150879382542,-0.029063039776102657,0.006218762991269445,0.005694545710245041,0.004741713672686937,-0.00047558229243439755,-0.0043152164029756895,0.0039148476157709776,-0.0022912386581549027,-0.00402407397250054
Q166,30,234,655614,329066,329066,0.16112150879382542,-0.029063039776102657,0.006218762991269445,0.005694545710245041,0.004741713672686937,-0.00047558229243439755,-0.0043152164029756895,0.0039148476157709776,-0.0022912386581549027,-0.00402407397250054
K277,22,154,237607,289469,277125,0.16112150879382542,-0.029063039776102657,0.006218762991269445,0.005694545710245041,0.004741713672686937,-0.00047558229243439755,-0.0043152164029756895,0.0039148476157709776,-0.0022912386581549027,-0.00402407397250054
K320,17,155,636400,331974,331974,0.16112150879382542,-0.029063039776102657,0.006218762991269445,0.005694545710245041,0.004741713672686937,-0.00047558229243439755,-0.0043152164029756895,0.0039148476157709776,-0.0022912386581549027,-0.00402407397250054
Q122,30,154,588650,461253,367601,0.11864702597891774,-0.026742252851155703,0.0035486128951004066,0.0030595845736701953,0.0014876420142064003,0.0007884686842041161,0.004695294855565132,-0.0051920256477050435,-0.00019346098872038303,0.0017745239237179427
K228,21,241,1195757,381481,381481,0.14258666955239152,-0.026627855492219635,0.00323684060665948,0.0034165806908960997,0.0013032390326671137,-0.0013578818329094877,0.003434058923842156,-0.004201101926856771,0.0011684206611533314,0.001950557511997264
K332,23,195,686840,480613,480613,0.0666181371223068,-0.012018081595377768,-0.0022184910955214917,0.0012649531745844717,0.0005152819505493604,0.001348151886130202,-0.0030805714337198307,0.00030046060373770654,-0.004759475503466796,0.000911202100475192
Q216,26,141,1032001,656358,651217,0.1861421216972594,-0.028438730827545226,0.005248252231737941,0.005667351447973411,0.003832727196424073,-0.0032276562969806273,-0.004278850469181545,0.0034807653975354887,3.494610844952363e-05,-0.0026179016966074355
K249,17,153,462806,390853,347640,0.1861421216972594,-0.028438730827545226,0.005248252231737941,0.005667351447973411,0.003832727196424073,-0.0032276562969806273,-0.004278850469181545,0.0034807653975354887,3.494610844952363e-05,-0.0026179016966074355
Q062,27,155,547485,398724,308653,0.1861421216972594,-0.028438730827545226,0.005248252231737941,0.005667351447973411,0.003832727196424073,-0.0032276562969806273,-0.004278850469181545,0.0034807653975354887,3.494610844952363e-05,-0.0026179016966074355
M134,1,150,1486620,808561,771823,0.18614211862817637,-0.02843872802607599,0.005248261437434992,0.0056673601610045836,0.0038327283654673917,-0.0032276533212048136,-0.004278851349916474,0.003480761876509722,3.4945869222282034e-05,-0.002617902146329882
K062,20,258,1094151,501186,501186,0.14258667546977,-0.02662786007218141,0.0032368426298362498,0.003416593092136153,0.0013032329322593334,-0.00135788097601172,0.0034340534098187057,-0.004201103746644412,0.0011684211484874905,0.0019505611819028077
K111,32,155,408683,430909,317537,0.2080603038243803,-0.02726514447046691,0.0051201043600762105,0.007887578064016383,0.0012377623122313455,-0.000992816263009079,-0.006423570295958359,0.00566265844789921,0.002083401154281787,-0.004697570892498825
Q089,24,155,568834,319390,303878,0.14993955278757726,-0.025543656093776606,0.002816176593276351,0.004521607392603965,-0.0008483350351458139,0.0004436561208214248,0.0032897180679032217,-0.004026821036846682,0.002722967129301729,0.0013255244152864864
K128,21,185,59900,130004,130004,0.30197012249291855,0.017607428828398483,-0.0028117816491738962,-0.0017856827814080735,-0.00033487167907954524,0.006470177787484546,-0.00981441617245896,0.006575082369126122,0.008709837255781358,0.017172272348130287
K027,15,182,48060,57187,57187,0.30197012249291855,0.017607428828398483,-0.0028117816491738962,-0.0017856827814080735,-0.00033487167907954524,0.006470177787484546,-0.00981441617245896,0.006575082369126122,0.008709837255781358,0.017172272348130287
Q430,26,189,148068,207239,207049,0.0971526538317395,0.010759749568823,-0.0015737398031309675,-0.015438681314229952,0.00300920525648817,0.005284915747152808,-0.003294122510318673,0.0023631556835183175,0.0034670270672674934,0.004154494073861393
Q470,28,122,161730,179559,166637,0.35623212063332904,0.014920061417668322,-0.002419930106061202,-0.010885299821018291,-0.006913791102069801,-0.005497207398003286,0.0005792686042831861,0.01601180740046775,0.016528706114610756,0.0047306663896152885
Q485,24,184,115470,150444,137996,0.2946202915337475,0.01495086401666121,-0.00677826928670759,-0.009717203263992719,-0.004283337224039921,-0.005913391223330626,-0.0009477996772240958,0.02249276386444897,0.025718742275080878,0.011543978369540742
K435,19,136,83405,117356,73329,0.5204508476630003,0.015158155451115643,-0.0010648982285867798,-0.010979846281870135,-0.008399820116033999,-0.006128242143509405,0.0011795164901463584,0.019251442987280265,0.02248338300223349,0.007350069906697158
Q206,28,139,108623,139793,69424,-0.2816855268116824,-0.0020667856726146855,-0.009139030757999171,-0.0006112308583948682,0.0025403995529438457,-0.007416627620565349,-0.0051419617755039315,-0.006559000577738282,-0.005149796969584883,0.0018642080265068356
X053,9,168,149750,130820,109247,-0.18390893221743135,0.0022741923008285955,-0.008031719439762358,-0.0072478597815521335,0.0010310347325029707,-0.0062882516523753524,-0.008420749317985806,0.0008705260226251034,-0.009313537552251073,0.005286821340557493
X119,8,155,623380,391037,391037,-0.13046314617891608,-0.012559639606449019,-0.00955399362745668,-0.0007272481671025112,0.0031789818830085586,-0.0013384324338185638,-0.0016129628208126246,-0.0015323851206443136,0.005543011811903922,0.000909925613635435
K410,21,124,975558,443445,393763,0.2323871930813138,0.0036288039971287185,-0.010354213852464298,-0.0068777139620132405,0.0011032244950291263,0.0032529021011276815,-0.005189992541218565,0.0035739499267407153,0.0038399704526745305,0.00767977221225475
K209,21,139,139700,160627,120869,0.24795244235438996,0.008233459978724288,-0.004252997344403002,-0.0024410506183730773,-0.00983963975113647,-0.012468248643082623,-0.004341548836569637,0.010966259597171927,0.008906471652097528,-0.02046706640436256
X650,8,138,236040,432892,432892,0.24795244235439,0.008233459978724288,-0.0042529973444030015,-0.0024410506183730777,-0.00983963975113647,-0.01246824864308262,-0.004341548836569639,0.010966259597171926,0.008906471652097528,-0.020467066404362574
K243,16,155,59284,59284,48206,-0.19106063587773495,-0.002943295005676155,-0.014151783547590481,-0.007732413602333401,0.00879316933659114,-0.0014362815657392712,-0.005810424074589977,0.0016169910783444695,0.009483359488061456,0.01379493853218334
X002,9,153,39600,52900,41175,0.2686386408521355,0.009166789749483156,-0.008355468966123077,-0.0016772855044892069,-0.01689314763215266,-0.027274236744665906,-0.011804177285757118,-0.010203206256859384,-0.016024262672501947,0.0021517358160107435
K324,16,152,55361,85939,71160,0.2686386408521355,0.00916678974948316,-0.008355468966123077,-0.0016772855044892066,-0.016893147632152654,-0.027274236744665902,-0.011804177285757122,-0.010203206256859382,-0.016024262672501947,0.002151735816010745
K302,19,152,52650,92180,78074,0.26863864085213546,0.009166789749483163,-0.008355468966123077,-0.001677285504489203,-0.01689314763215266,-0.02727423674466589,-0.011804177285757118,-0.010203206256859389,-0.016024262672501954,0.00215173581601075
M152,6,153,47852,57518,45646,0.26863864085213546,0.009166789749483161,-0.008355468966123077,-0.001677285504489203,-0.016893147632152664,-0.027274236744665892,-0.011804177285757115,-0.010203206256859384,-0.016024262672501947,0.0021517358160107487
X047,12,184,31680,38449,34424,0.26863864085213546,0.009166789749483161,-0.008355468966123079,-0.0016772855044892027,-0.01689314763215265,-0.027274236744665892,-0.011804177285757117,-0.010203206256859382,-0.016024262672501954,0.0021517358160107487
K660,19,153,75500,105064,85143,0.26863864085213546,0.009166789749483166,-0.008355468966123075,-0.001677285504489204,-0.016893147632152657,-0.02727423674466589,-0.011804177285757115,-0.010203206256859382,-0.01602426267250195,0.0021517358160107482
K345,19,83,380332,300305,296735,0.2615216298361979,-0.008868817164776301,0.0012595062646457373,0.0025538126940531786,-1.06195689503379e-05,0.0004922146867524745,-0.008253545310332958,0.008130560837596008,-0.003754472627726549,0.00344707047620909
Q440,28,154,61650,51130,51130,-0.125570956599649,0.010191002355603043,-0.012346209153315602,-0.00032893370935880873,0.0031159665418878345,-0.0012748413387854102,-0.006597014328148451,0.0027335343036236537,-0.007022172036608931,0.009395276421755337
Q134,29,171,1266898,829120,740158,0.14405114288190526,-0.003019843114662411,-0.0020667202119941425,-0.0052276467354747756,0.009966912972847094,0.004652566316242854,0.0017946230447782583,0.007316466376703917,-0.0124129009554299,-0.0006220691513168815
M123,5,242,431183,172913,172913,0.2444003700521652,-0.025702132923548,0.005302963458717092,0.00958269422991505,0.0025810659022001666,0.0030805219920078336,-0.01098256110127061,0.010450666634395747,-0.002992545596695105,0.0033260009412083304
R831,31,155,294850,297132,277317,0.19263230942718118,-0.028947824539272932,0.0029688837094335296,0.004180400622560573,-0.0012976576757122128,-0.013724397505509496,0.001560002859927324,-0.003478460407222783,0.013325463459603877,-0.012880754731798165
