Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4
X043,7,183,20982,29602,29602,174,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q578,27,246,8102185,8102185,990192,242,4.7609849733828495,1.175069587948393,-0.5167098596189202,1.7012864470571942
X005,7,178,16744,37533,37533,92,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K005,16,178,22495,29808,29808,169,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M005,6,177,20855,10684,10684,161,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M057,4,180,15415,10955,10955,138,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
R125,31,222,7223675,7223675,87513,202,4.7609849733828495,1.175069587948393,-0.5167098596189202,1.7012864470571942
K066,18,181,22500,17933,17933,102,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K067,13,179,21929,8397,8397,75,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K069,20,179,13205,8392,8392,174,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q071,24,180,31860,13548,13548,175,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M098,6,119,107608,120808,70517,137,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X075,8,178,21026,23245,23245,57,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M076,3,176,22410,8155,8155,56,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q076,30,178,22950,27683,27683,93,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q868,30,176,9756,8794,8794,49,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X086,10,162,132636,132636,11358,142,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X083,11,178,24750,23184,23184,177,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K084,14,177,22347,8762,8762,43,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K090,21,177,20228,10171,10171,134,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K091,17,177,19814,20160,20160,176,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
R840,31,159,82794,82794,34051,139,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
K099,21,177,18540,13182,13182,63,13.754056406798039,1.6539332961386823,-0.4304941830801343,-1.0500668669955386
M271,2,177,18586,8619,8619,38,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X235,9,177,19980,20659,20659,49,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K263,23,177,28242,3926,3926,84,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X032,10,127,185539,185539,3769,139,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
Q179,26,177,18349,19580,19580,85,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q075,24,180,14900,28648,28648,116,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q177,26,180,17165,20281,20281,175,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q811,26,177,17550,9976,9976,44,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M066,2,162,294049,294049,14325,156,-2.369453821815489,-2.199438589239758,0.11072150331935755,-0.4450985488894758
M920,2,181,21510,26777,26777,131,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M660,2,181,27900,47071,47071,131,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
R440,31,178,28800,22522,22522,92,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
R840,31,178,15030,19908,19908,85,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q074,26,141,3096655,3096655,184890,154,-0.35519845938105565,-2.2285598403357825,-0.22866770189446536,-0.15387781808397455
X060,8,179,33557,13307,13307,178,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
M970,5,181,16523,9599,9599,69,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X198,12,179,22433,10182,10182,76,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X136,12,177,32918,17481,17481,84,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K256,13,168,299444,299444,157984,154,-2.3910229535788514,-2.2462343335440615,-0.127831814602967,-0.48061177976583314
X092,12,177,21960,7214,7214,49,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X722,11,180,20205,17038,17038,174,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
X084,12,179,32310,9505,9505,47,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
Q739,30,178,9759,6586,6586,126,13.754056406798032,1.6539332961386832,-0.4304941830801343,-1.0500668669955386
K102,20,116,27737,27737,2480,125,-6.306040665965564,-0.37866843060333366,-1.5561178088939758,-0.7626325496264126
X067,12,199,56144,67445,24803,364,3.3277982688495458,0.6805549522533715,-0.05772228106731471,2.2209430612361505
M514,3,94,1489950,713215,692018,229,2.725805578009512,0.34339327030972705,2.0610738405524263,1.0518268138871925
K280,15,161,909000,494158,332034,311,2.725805578009512,0.34339327030972705,2.0610738405524263,1.0518268138871925
Q278,28,170,398970,602770,194166,238,2.725805578009512,0.34339327030972705,2.0610738405524263,1.0518268138871925
X086,10,111,41471,41471,5097,126,-11.348315585544059,0.7010554766213187,2.153689002001535,-0.6677697196433096
Q073,24,187,83250,94716,88277,131,-8.61275694690831,2.2132837789858932,-0.12575743323348765,-0.653488419270164
K490,20,183,152550,283066,280579,477,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
Q109,29,153,80295,49800,49800,155,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
Q189,25,156,81000,41113,41113,156,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
M098,6,147,17029,17029,6604,140,-1.022894634028341,-0.03244988655518733,2.2750445432266413,0.7063432716248779
Q122,30,184,55000,170415,133329,269,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
K152,22,183,74580,131934,128669,127,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
Q088,24,184,96448,104511,76899,124,-15.908249032699793,2.402025560352005,-0.7025627776797385,-1.3373987946334225
K430,13,190,300370,739899,692155,379,-7.419377481962038,1.6515201026262765,-0.5326912817304598,-0.0039547539189229855
R061,31,153,52051,57182,16210,141,2.743969478912536,0.3158735417239125,0.45965548405329804,0.47295053131935144
Q610,24,188,62500,123574,107783,175,-15.18269837726882,2.738750798660723,-0.04739771321134127,-1.6665399057401202
K874,13,187,48150,87274,68741,209,-15.182698377268824,2.7387507986607216,-0.04739771321134154,-1.6665399057401213
X137,10,183,114450,180606,162633,111,-15.18269837726882,2.738750798660723,-0.04739771321134127,-1.6665399057401202
Q073,24,189,83973,65598,64429,206,-15.18269837726882,2.738750798660723,-0.04739771321134127,-1.6665399057401202
X007,10,156,63672,63672,8544,156,3.5474379455836167,-0.04616239394005191,0.3203198328677809,1.112240088046599
K460,15,156,149889,232500,149710,203,-3.989281446238835,-1.6451438812600416,1.453111597933181,-0.5265676060504574
M166,3,150,973425,710944,625913,193,-3.7033655742399634,-2.265843978242413,-0.011905036931310946,-0.4510257871865305
R456,31,153,1217475,489892,443677,490,5.720114763128393,-0.1530879781885553,0.6077553636379909,1.8036046361892248
M152,6,157,72894,85968,84293,253,-5.446960977763147,0.3206682681406236,-0.5214903709345814,-1.2548942500277207
M046,5,166,250193,250193,15387,154,-0.910445225055958,0.30198153601862004,-0.21768919466408362,1.1069900862362188
M046,5,139,112609,181130,171991,305,0.5528661018830956,-0.28557114145270573,2.6984070669860665,0.7337363075811667
X118,10,141,145306,112483,99571,146,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X140,8,137,124469,137633,126405,267,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X077,12,139,109001,124150,121013,330,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X129,12,137,140769,140769,9772,139,-4.909197925849597,-0.4543629754293341,-0.3617415818150895,-1.0528621333881085
X085,10,143,258680,199437,172809,270,-9.914090055842472,0.6120824578473556,2.8360408173091782,-0.4211510594172719
X070,9,210,178968,377068,371645,245,-5.962447737293581,0.32562364331447313,2.586709226801556,0.07995758226381124
Q108,27,156,66960,14206,14206,154,-10.610670753654315,1.5137005267988757,-1.0830243459325861,-0.16755595361787007
Q153,24,154,89100,63315,63315,142,-10.610670753654315,1.5137005267988757,-1.0830243459325861,-0.16755595361787007
Q208,26,130,107054,137918,34515,141,-4.909197925849597,-0.4543629754293341,-0.3617415818150895,-1.0528621333881085
K250,14,154,16212,36034,22613,225,-1.6627022332910064,-3.1975626727212503,1.3260443242324527,-0.10807899184300301
K006,17,154,112539,186794,172922,97,-1.6627022332910064,-3.1975626727212503,1.3260443242324527,-0.10807899184300301
K024,15,152,132281,188960,187999,462,2.899411734853884,-2.212541192949531,-0.6075536339025074,1.2421816917842845
X162,7,154,263200,411674,318903,156,-3.8161974191637458,-2.9050891915670416,1.3212964257508297,-0.6128196141854944
X279,10,148,660000,422591,131945,141,-14.833162525077638,0.5773714118307217,-0.20899511692940465,-1.4367010138505865
X135,11,154,351722,297023,297023,162,-3.8161974191637458,-2.9050891915670416,1.3212964257508297,-0.6128196141854944
X161,7,154,153783,147065,140133,158,-3.8161974191637458,-2.9050891915670416,1.3212964257508297,-0.6128196141854944
Q193,25,153,152811,78239,74353,116,-3.8161974191637458,-2.9050891915670416,1.3212964257508297,-0.6128196141854944
K346,19,156,635011,395830,395830,185,-3.8161974191637458,-2.9050891915670416,1.3212964257508297,-0.6128196141854944
R072,31,161,310735,310735,13170,141,-14.833162525077638,0.5773714118307217,-0.20899511692940465,-1.4367010138505865
Q081,24,154,489696,549368,533688,141,-3.0012497527470856,-2.173980339652005,-0.32473860683225697,-0.4849927625906417
Q028,24,238,354828,312749,312749,176,1.024114196216792,-2.7958375192178604,0.0631292944089229,0.15533765224397086
K003,13,152,523751,198601,198601,70,-3.4868650900870923,-2.7988701879794515,0.6608226939808831,-0.6241593094830663
X054,10,159,187049,196128,188794,211,-3.4868650900870923,-2.7988701879794515,0.6608226939808831,-0.6241593094830663
X851,9,152,245906,245906,142332,140,-2.3960905761332056,-0.1864228017589623,1.5096481650118097,0.24185234481536286
K057,16,155,428097,388691,291626,202,-5.304996342207382,-1.1681994887603822,0.429961717364057,-0.7548060149481414
K405,22,156,978501,514250,357699,182,-3.0849800196204735,-2.1229413807614503,-0.1587619454601084,-0.4561283942257202
X064,9,208,1028450,688755,686818,224,-3.001249768536722,-2.173980260994823,-0.32473853060390356,-0.4849927257088444
K022,17,155,265169,228772,228733,189,-2.0807851378302193,-2.8388878823600745,0.00272301744881051,-0.3831287361414138
X475,10,149,180701,180701,6209,154,-5.4686255950034015,2.0325664163545563,0.40202710941204967,1.42486739501551
K845,15,157,673304,290179,8246,145,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
K200,20,156,476847,520415,481607,112,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
Q228,30,180,242850,412263,412263,179,-3.4868651457740083,-2.798870148888387,0.6608227251804144,-0.6241592531588703
X152,8,155,603485,482898,467870,208,-4.816665294221331,-1.1651348598824334,-0.256512356598755,-0.28533473812521026
Q076,30,150,58200,58200,3236,158,7.018335917671054,-0.3837543660178883,0.6975789867729987,1.8076427397824317
X236,9,158,146829,90327,81818,216,-4.527800939979157,-2.6139308166910733,0.6144276688179438,-0.5874342049503084
Q177,26,150,994516,568294,551666,52,-0.4545265570206455,-1.9738629454860004,-0.47642434016630625,0.1980797084699548
X113,11,125,31792,36745,36745,189,-17.666986008935456,1.219087818114601,-0.41108555242865097,-1.971593197254877
K455,16,122,25507,28936,2632,218,-18.201489621662216,1.7452040175969639,-0.6946464779416315,-1.3502708891242188
X722,11,177,156018,156018,202,157,-9.50036407734335,0.32389494220754567,-2.2679284211662707,0.37744235453286545
K490,20,121,51780,39219,39219,266,-16.543280283870818,1.6215933581908006,-1.8129736858162604,-1.858865819566745
Q425,25,145,9419,21342,1344,235,-16.543280283870818,1.6215933581908006,-1.8129736858162604,-1.858865819566745
X085,10,121,13119,18833,18833,251,-6.503218488893521,0.6363423063767861,2.3727878689309914,0.33028853543013204
K184,23,167,10417,68556,68556,79,0.5767874014253319,-0.7622913165435286,-0.5373258222038109,-0.7694582840792483
K154,15,175,121693,121693,36953,155,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
X140,8,130,32908,33235,2887,200,-6.0313287498124355,0.26250333114412155,2.5578071113745158,0.28000056199418655
Q465,27,139,127750,208983,193296,110,2.3448026894789358,-0.31368971951438923,0.3971222690043605,0.7258880226427702
K065,19,159,154902,154082,118695,153,-0.2861653240286743,-1.552200998849109,0.33979178435775875,0.20205787254095023
K197,22,154,67000,77326,66211,92,-1.3418021764150034,0.6423998858628498,0.04453239657222268,1.1692117719695094
Q179,26,141,256263,256263,211589,156,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
R119,31,134,133620,213845,173892,320,1.7458872027896897,-0.0412385214699355,-0.3200535489196655,0.8990709776458156
K656,15,154,426177,527397,507338,183,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X117,9,206,370700,373818,354181,204,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X127,11,155,480151,490644,463313,77,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
Q222,30,159,88382,88382,17650,159,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
Q053,27,152,608905,668678,650956,105,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K068,18,154,389751,491099,483180,170,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
R072,31,153,478560,526517,494027,118,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
Q216,26,153,360045,307942,291845,158,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
M007,4,173,437829,437829,7295,154,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
X114,9,154,399000,414928,407210,133,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X121,11,159,327250,472298,450158,156,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
Q124,27,154,324840,717433,667884,155,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X130,8,159,294168,289176,272138,130,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X148,9,150,801746,801746,227072,158,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
M019,1,154,343300,378273,316860,146,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
Q203,26,156,328750,314324,292424,101,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K021,16,151,344000,435741,414536,79,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
Q021,25,159,291265,379119,345509,120,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X172,9,159,173374,173374,16934,154,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
K282,13,158,291400,468228,404373,186,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K287,13,153,355850,418799,409028,107,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
R003,31,157,346500,407777,393622,107,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
X101,8,154,397800,420115,409513,182,-12.108414780376544,3.148468162312273,2.179478678231174,0.9008677324419966
X368,10,156,644865,644865,312889,156,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
R004,31,156,343850,487348,455401,162,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K045,32,154,394980,462169,388792,127,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
R055,31,154,420950,595564,512985,266,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
M083,4,152,299201,465126,396920,104,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K282,13,138,471556,471556,6995,154,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
Q811,26,156,334800,681743,666243,240,-12.108414780376544,3.148468162312274,2.1794786782311744,0.900867732441997
K095,21,154,609827,455418,455418,75,-14.624059750167604,3.0446472578648622,0.9638672430736513,-0.19467285839038892
X136,12,156,530645,524016,503370,182,-9.131145626750794,2.0761105260278634,1.208323814218914,0.6272715894153283
M096,4,153,484003,613645,548355,184,-13.628348231515966,2.849890937752963,1.0266620862096816,0.005561041281957361
K289,17,158,733791,733791,259734,155,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
Q415,26,214,583200,702829,662054,185,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
X129,12,200,461000,368512,344091,327,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
Q202,27,211,410625,305490,280572,187,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
X120,8,159,443850,305572,277372,112,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
K807,20,168,109148,109148,42578,156,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
K062,20,152,445320,470931,466277,130,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
Q073,24,154,468600,658499,636355,151,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
R075,31,152,520950,316345,263042,76,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
Q190,28,153,398450,378959,318444,105,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
Q234,30,174,647845,647845,250593,154,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
M079,5,158,417550,582119,527894,244,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
M102,4,154,375000,530144,481403,141,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
X111,11,152,298600,406474,351170,132,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
K309,16,153,346550,371946,345146,126,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
K842,32,140,136969,136969,14336,155,-2.536686852968253,-2.05596859927395,-0.4186069941173063,-0.5551183678175665
K084,14,154,311500,386860,382241,198,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
X088,9,156,252730,378632,360126,157,-12.10841485268829,3.148468221750425,2.1794786073822934,0.9008676709169248
K078,22,154,645809,311101,231933,129,-13.531543998891983,2.7971084045701944,0.6888655644762862,1.027689088012116
K262,16,154,446400,562491,526675,141,-12.119017748486746,2.8670100212384755,1.5450526353936973,0.6287488374131145
M116,2,169,696379,710561,259536,158,-3.224340833321279,-2.003383178162916,-0.5998688549846843,-0.5478116911353137
K163,20,169,118252,403105,402855,168,-9.906926053224153,0.669111087357636,0.46781926833891263,-0.19014584752890357
Q477,27,136,39330,73278,61977,171,-4.909197925849597,-0.4543629754293341,-0.3617415818150895,-1.0528621333881085
Q176,29,135,261784,283707,283707,184,-4.909197925849597,-0.4543629754293341,-0.3617415818150895,-1.0528621333881085
K398,17,187,132000,238990,238990,173,-4.909197925849597,-0.4543629754293341,-0.3617415818150895,-1.0528621333881085
R020,31,139,282428,282428,18843,154,-3.4868651777896518,-2.7988701695875053,0.6608228137414079,-0.6241592814823225
M152,6,141,269075,358833,334507,195,-7.631247452934637,-0.13430613408374192,-0.5410077379646535,-1.222462542371053
Q162,26,121,71092,169702,148400,108,-7.631247452934637,-0.13430613408374192,-0.5410077379646535,-1.222462542371053
K308,16,139,127455,257336,204084,251,-14.833162525077638,0.5773714118307217,-0.20899511692940465,-1.4367010138505865
Q099,28,139,60570,80232,78714,148,-14.833162525077638,0.5773714118307217,-0.20899511692940465,-1.4367010138505865
R052,31,178,492572,492572,10377,158,-0.8165074224471867,-1.463980028918532,0.5746081186709129,-0.15396936500670205
Q292,30,124,76736,75887,68789,35,-15.570419274263958,0.6910812849904421,-0.41881039564437944,-1.5295336480687844
K048,20,140,85416,183996,178626,140,-7.592343156543832,0.5657808374296084,-0.2700729028983928,-0.6177494029612661
M859,6,152,7127,4772,4147,82,4.247286387867472,-0.6669889448872575,-0.25093652864891014,1.7433947101263292
Q005,24,155,282600,797734,698090,281,2.0530073505013773,-0.340104774676332,-0.7509045203299718,1.3516057421877385
Q085,30,163,923978,923978,173962,155,-4.1220143487352825,-2.587187380043004,0.2274225601048431,-0.6015829581886395
X079,10,182,62730,188938,188938,104,0.12450920968327994,1.1337333365706124,0.4954432488397902,2.0139865031781388
X144,11,153,71711,59503,13974,175,-5.4686255950034015,2.0325664163545563,0.40202710941204967,1.42486739501551
K050,14,157,130091,100824,88852,165,-5.4686255950034015,2.0325664163545563,0.40202710941204967,1.42486739501551
Q070,30,156,32033,39848,33227,149,-5.4686255950034015,2.0325664163545563,0.40202710941204967,1.42486739501551
K152,22,161,1840084,1840084,527429,159,-2.739996224256698,-1.292395310257203,0.08147457340500615,-0.3642699532844273
R440,31,151,88500,59246,58094,108,-5.4686255950034015,2.0325664163545563,0.40202710941204967,1.42486739501551
Q142,28,152,261507,418845,413995,110,-4.336191113781147,-0.7282544312504731,0.5499104717934948,0.2539950644146081
X063,9,159,1035400,814709,651446,154,-5.094520054527902,-0.4145373999133968,0.2632016593353782,-0.15156522351172175
K835,18,150,199691,200545,125789,276,6.231279942051856,-1.1014378569341396,-0.292680246624753,1.951826522447871
M844,2,140,208429,208429,31518,155,-2.5366866786143567,-2.055968660641999,-0.4186069951466894,-0.555118400206098
X004,9,148,312400,423875,339157,217,2.826799198432691,0.21372765785178566,-0.14676875248926252,0.09330103665041385
M834,2,153,126250,328613,197842,99,1.3110477868699855,-0.5881787696137041,-2.4893885035849763,0.935946688958509
X930,10,154,90336,132795,98771,153,1.3110477868699855,-0.5881787696137041,-2.4893885035849763,0.935946688958509
M010,5,154,1093958,508865,487154,293,0.5807382665148473,-1.568103396088759,-0.6043836585233278,-0.08492424992998802
R042,31,175,370570,370570,11296,156,-2.5366866786143567,-2.055968660641999,-0.4186069951466894,-0.555118400206098
X970,9,154,453950,369014,334825,153,-9.50036407734335,0.32389494220754567,-2.2679284211662707,0.37744235453286545
Q117,28,154,227500,217171,217171,147,-9.50036407734335,0.32389494220754567,-2.2679284211662707,0.37744235453286545
X161,7,154,47303,47303,45275,158,-9.50036407734335,0.32389494220754567,-2.2679284211662707,0.37744235453286545
K384,32,188,216640,381201,291323,349,-9.50036407734335,0.32389494220754567,-2.2679284211662707,0.37744235453286545
X193,12,144,986788,986788,198387,155,-2.391022879069994,-2.2462343538111322,-0.12783175073058944,-0.4806118900609591
M072,4,157,172055,129205,124281,159,-7.196654554323675,-1.2174787074199278,-0.4745029495331282,-0.24387376035433864
Q003,28,150,253151,498494,498494,198,-6.08986422492767,-1.6134954750582264,-0.11439344917618512,-0.21671483086280066
Q180,27,152,354701,405380,387146,230,-6.08986422492767,-1.6134954750582264,-0.11439344917618512,-0.21671483086280066
Q040,28,154,683900,425078,359655,85,-8.55444636506586,-0.36422201804224463,-2.014011547764266,0.08120232734174573
X004,9,150,1434223,1434223,264687,158,-3.001249698426042,-2.173980273516142,-0.32473849504933333,-0.4849927344110611
K818,18,156,66023,81181,81133,230,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
Q194,25,157,213900,118968,118968,173,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
M841,3,158,281792,251114,251114,239,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
M130,2,122,12434,3373,3373,66,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
R025,31,147,206200,206200,7610,159,-2.3910227304401417,-2.246234419445953,-0.12783172384632896,-0.48061182870947133
Q292,30,150,197184,162430,162430,100,-2.4988679760327646,-2.4802131921368167,-1.320598092114059,-0.6581785503753041
Q100,27,238,804579,477599,466578,168,-0.008124151975483152,-2.091807617807038,0.694115771949962,0.21253325770285644
K292,19,155,270000,354646,285432,167,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
K258,13,154,479400,682231,311146,138,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
Q145,30,165,584024,584024,203315,154,0.7758834360048523,-1.8980154026358529,0.3693383678646913,0.20149714327477136
X015,10,156,237462,223739,220329,174,-4.094919351172413,-2.6659725948221764,0.4390823144745287,-0.7961860388366914
K356,23,242,408065,254074,251307,161,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
Q207,27,155,188387,257175,175977,181,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
K257,14,235,397197,277576,274606,168,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
Q011,30,166,399805,399805,14507,154,-2.0807851378302193,-2.8388878823600745,0.00272301744881051,-0.3831287361414138
Q260,24,154,99129,88971,84804,190,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
M008,6,154,171440,109839,105352,163,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
M088,3,156,353618,236121,229228,166,-4.094919351172412,-2.6659725948221777,0.4390823144745289,-0.796186038836691
M146,4,154,1058784,583059,548803,271,-2.536686852968253,-2.05596859927395,-0.4186069941173063,-0.5551183678175665
M495,4,164,167921,167921,70864,154,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
K086,32,153,324573,389412,286874,169,-2.536686852968253,-2.05596859927395,-0.4186069941173063,-0.5551183678175665
Q084,30,188,658175,401241,382557,241,-7.507550833743555,-0.12064185572854452,-1.1256851695931716,0.22856877773263712
Q198,27,151,425946,501088,406482,466,-3.4868651777896518,-2.7988701695875053,0.6608228137414079,-0.6241592814823225
Q036,29,156,314425,388521,285594,141,-3.4868651777896518,-2.7988701695875053,0.6608228137414079,-0.6241592814823225
X116,12,166,1032126,1032126,269446,156,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
M145,3,153,555232,381748,16757,65,-3.4868651777896518,-2.7988701695875053,0.6608228137414079,-0.6241592814823225
M121,4,154,285575,223431,210405,154,-2.391023000491765,-2.246234386383134,-0.12783169922819188,-0.48061181141170906
X142,11,154,1345001,831076,790677,160,-4.122014292313865,-2.58718738687062,0.22742272283139633,-0.6015830796951575
Q017,30,232,708217,237638,237607,154,-4.122014292313865,-2.58718738687062,0.22742272283139633,-0.6015830796951575
Q018,26,155,640177,640177,307611,156,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
K045,32,156,681124,663189,393176,198,2.0613411030162148,-1.5744622583206613,0.2892885364066613,0.4197851655595175
K305,13,180,580866,830458,336625,111,-4.736842285218793,-2.434593446916245,-0.0472328124642906,-0.724958980664004
M076,3,153,710551,421997,421997,100,-4.736842285218793,-2.434593446916245,-0.0472328124642906,-0.724958980664004
K210,17,235,919057,435737,432818,182,-3.001249807169605,-2.173980279936578,-0.3247383866012862,-0.48499268230866505
Q041,26,160,276782,276782,8736,154,-3.4868651457740087,-2.7988701488883865,0.6608227251804144,-0.6241592531588702
