Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4
Q430,26,129,56882,66010,55315,372,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
Q510,25,111,197723,106007,105819,249,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K382,20,136,580767,311693,291783,248,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K004,15,146,394400,188678,186050,156,16.80028391144996,-2.792577378395612,-1.5782641329327933,3.303441430071237
X161,7,201,1713837,1713837,267328,186,-14.27780661010424,1.3294923705240562,-0.4207969142863183,-0.9823056592802225
K680,15,152,527750,119480,119480,171,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K082,20,160,363300,259250,180275,264,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
Q511,25,144,71501,98428,83055,165,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K358,21,100,109235,56691,56691,167,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K009,13,165,1256734,1256734,179715,183,-14.213477043880989,1.6440926721189635,-0.7859165670288162,-0.2949648319833462
Q512,25,121,187838,79277,79084,196,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
Q508,30,172,454294,372276,372276,226,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
Q388,25,91,327500,129120,121162,222,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
X515,10,119,211200,281599,221311,316,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
X001,7,183,2198624,2198624,287517,184,-13.434694557391277,1.2975827687619774,-0.6114526989429798,-0.40847751590166614
R122,31,171,119450,271637,210493,178,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
R019,31,112,144813,234239,94531,136,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
R722,31,186,478689,233390,198828,185,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
Q096,27,161,68649,33131,33131,398,16.800283911449956,-2.7925773783956123,-1.5782641329327944,3.303441430071238
K313,13,191,1753653,1753653,398052,211,-13.535888107504357,1.6894396163595342,-0.6458553982400702,-0.307620859958353
M847,6,141,81077,210834,210834,195,6.053095484931502,0.6454300396506414,2.043997697579531,1.1773124301449875
Q098,26,159,237420,168443,153111,236,6.576423002598992,-1.3681588592419436,0.9173617681819513,-0.7868174609691495
Q054,28,160,99000,287970,287970,266,4.564576778239266,-0.3563387857100609,1.8475618290573035,0.7953724026713024
Q130,26,184,400084,380136,318585,141,-8.650237798266913,2.0168530618165414,1.1504583690039512,0.7190010910650063
X109,9,212,2344122,2344122,477740,211,-14.178298830713688,1.3005249306603066,-0.25697533549797297,-1.0726883618996357
K436,19,127,96262,87309,11102,166,8.290601166541364,-0.19705080045182563,-0.22858095204366327,0.3633326774250562
K091,17,153,691081,505855,441830,112,-9.490926342579131,-0.6063359497427812,-0.3536895039981247,-0.7219726427503419
X109,9,154,54636,18313,18313,162,-13.063062194512773,0.7567153745529427,-0.8485403770038507,0.4322543602878509
Q148,30,154,16778,16778,24132,141,-13.063062194512773,0.7567153745529427,-0.8485403770038507,0.4322543602878509
R455,31,156,221052,221052,6217,153,10.276601844091738,-0.8533584838084818,1.86084860910761,2.2478240331202404
Q052,29,156,10256,7937,7937,149,-13.063062194512773,0.7567153745529427,-0.8485403770038507,0.4322543602878509
Q070,30,154,10760,10109,10109,162,-13.063062194512773,0.7567153745529427,-0.8485403770038507,0.4322543602878509
X090,9,155,11418,4719,4719,159,-13.063062194512773,0.7567153745529427,-0.8485403770038507,0.4322543602878509
Q415,26,152,49540,28880,38169,67,-8.861559195003126,0.21021569216963124,-0.8291007417048651,0.6693299706991404
M894,2,157,25963,81173,56465,153,0.08047600239577567,-0.15691604864958872,0.5584096712455154,1.4381954524863987
Q141,30,157,14655,13181,19089,114,-8.861559195003126,0.21021569216963124,-0.8291007417048651,0.6693299706991404
Q201,25,152,70249,37574,37574,84,-8.861559195003126,0.21021569216963124,-0.8291007417048651,0.6693299706991404
Q229,24,152,73150,24225,24225,43,-8.861559195003126,0.21021569216963124,-0.8291007417048651,0.6693299706991404
Q037,29,156,19939,10936,10936,148,-8.861559195003126,0.21021569216963124,-0.8291007417048651,0.6693299706991404
X105,11,193,695712,695712,210754,173,-7.667139744539974,0.14828602930863316,-0.3205290044957202,1.3521018988595297
Q158,26,152,151190,120443,120006,85,-10.136443069666264,0.7511128386364451,-0.7558942662129392,0.030654564729319336
Q455,24,150,74387,79414,79414,107,-6.637487075270868,-0.04004490752287557,-0.8130366424134503,0.7562712165537305
Q273,27,151,323780,721505,374541,71,-12.176162648071156,1.3004053218829492,0.42900699812740084,-0.31437029709068837
Q244,25,151,282809,335601,43696,51,-9.75683895358935,0.3552506741259706,-0.008394335776759056,-0.4003224126911117
Q160,28,175,224983,224983,38003,168,-4.054630566944008,0.34235019104073033,-0.815223528573282,2.1996008583869506
Q237,25,141,569160,761112,701458,231,15.395935267872694,-1.7483371693986858,-0.207763438507983,3.2795695812743526
K857,19,189,250136,488831,174786,259,-8.884789401687495,1.7025572764318715,-0.6629944190093202,1.1298927258836415
M620,2,156,1035960,814645,676177,212,-3.366892635603005,1.2181869616452825,0.20557765057660687,1.0685295791533567
K420,19,181,23326,17831,11739,181,13.446460258089019,0.06500678734848946,1.300335693353319,0.695904809570783
X790,7,165,285755,285755,3499,157,4.349752354711341,-1.6170899242922032,0.013188134556429218,0.728469496978695
K206,22,153,455057,240253,228766,222,-7.8801455078873035,0.5159811278562061,-0.049060894843874776,1.1218612062503428
X105,11,168,81926,54764,52258,251,-4.380360919295239,0.3458220896314859,-1.2863193085323543,2.7009957425254725
Q026,26,174,50326,14256,14256,275,-5.507007813714738,0.21686985786486856,-1.0556018033618213,3.0046628776633635
Q095,29,200,157740,198665,102553,333,-3.0182210462148347,0.05416533920425272,-1.2531978706908506,1.4769109874112507
K178,23,170,748810,748810,197101,154,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
X138,8,154,107234,124534,113651,316,-2.3968153232440534,0.40363330410691567,-0.7796525209667006,0.8854966562115327
Q174,28,170,220019,205641,201060,390,-8.585451788374197,0.8546373234589824,-0.7631478347499001,1.3833986741770823
K813,13,153,43200,48819,44970,140,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K455,16,156,143650,159924,159924,175,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
Q060,27,177,149066,149066,47428,159,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K218,19,156,52020,40056,37301,135,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
Q025,25,155,168805,119234,113189,173,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K370,21,153,98512,133249,44141,209,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
X106,11,153,96467,170536,130535,126,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
Q220,28,173,98131,98131,13793,156,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K128,21,153,221120,126348,113123,69,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K139,22,159,47728,37303,36714,166,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K195,22,154,95734,80836,79063,134,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
K213,19,154,141640,213851,193446,270,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
R455,31,139,709531,709531,153743,154,1.1864055511183709,-1.7531899900506542,0.169643755548184,0.5124548283594499
Q239,24,154,85875,70796,56609,155,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
R006,31,154,122753,96596,79770,314,-4.892945063237828,-2.7588523028782137,1.3189225313407469,-0.8651898762685316
Q485,24,150,155850,121571,121571,106,-2.0302431833921197,-2.654446219097774,0.320356793854826,-0.08543753762485899
M113,3,157,335836,270950,270950,167,-1.9567350232655174,-2.7630695193619506,0.5214942018541108,-0.08996578677849304
M446,1,150,720869,720869,195474,154,-3.001249703911631,-2.173980290439615,-0.3247385256118979,-0.4849927774207191
X140,8,159,224497,186291,174803,159,-2.3694538277005592,-2.1994384657126154,0.11072152291522118,-0.44509852788370774
X098,12,151,442641,529080,529039,297,-2.391022773641439,-2.2462342789511,-0.12783190907578887,-0.4806118683906672
X046,10,154,558225,648170,605860,351,-2.391022773641439,-2.2462342789511,-0.12783190907578887,-0.4806118683906672
M440,2,153,492101,415753,376638,224,-2.536686861438612,-2.055968576871335,-0.41860707737718655,-0.5551184699393106
Q146,27,172,84318,84414,8399,159,-3.8161974514709702,-2.90508911133085,1.3212964304516082,-0.6128195814514054
M620,2,156,865743,507479,487077,204,-3.00124977721555,-2.173980224670919,-0.32473848392597005,-0.484992794793287
Q109,29,154,620000,409334,409334,153,-3.2243408434715204,-2.003383198740651,-0.5998688964326435,-0.5478117546369592
K180,20,171,1164456,670037,598384,326,-1.8546288445327561,-0.5399284607123308,-0.8625935305768804,0.08429697554459743
K743,13,150,698119,824701,804697,431,-7.123373436186103,-0.20405388315708922,-0.2512887672059633,-0.7613860769348458
X076,11,162,537479,537479,10859,154,-3.4868650415700726,-2.798870129187671,0.6608227837675953,-0.624159272834394
Q171,30,155,175581,238814,215157,176,-3.816197451470969,-2.905089111330851,1.3212964304516082,-0.6128195814514049
K163,20,156,222536,127463,121096,294,-3.8161974514709702,-2.90508911133085,1.3212964304516082,-0.6128195814514054
X019,11,155,348241,316919,270250,177,-2.3694538461754795,-2.199438485465493,0.11072145125819223,-0.44509851511809656
K157,14,153,694646,441268,430029,441,-2.391022770261503,-2.2462342982815255,-0.12783184667953254,-0.48061181544964715
K095,21,175,134901,134901,53665,155,-4.094919467201748,-2.665972598980895,0.4390823378719954,-0.7961859758972154
X083,11,153,601528,403203,361851,63,-3.4868650415700726,-2.798870129187671,0.6608227837675953,-0.624159272834394
K864,22,154,690350,502488,485955,162,-3.4868650415700726,-2.798870129187671,0.6608227837675953,-0.624159272834394
X107,8,154,347396,317811,267284,350,-2.391022970500516,-2.2462343665529887,-0.12783174570175743,-0.48061179568079004
K115,18,156,287036,303956,295617,230,-2.391022970500516,-2.2462343665529887,-0.12783174570175743,-0.48061179568079004
Q129,25,171,1140482,1140482,157295,157,-3.4868651872845624,-2.798870149794937,0.6608228724980284,-0.6241593738405073
Q849,24,230,1206317,562911,562911,181,-3.0012496908658997,-2.173980289065951,-0.3247384666478504,-0.48499284627964406
Q149,30,154,1163035,392502,392502,126,-4.003251905732249,-1.2939534828301242,-0.17211481554585273,-0.6328854179043594
Q213,26,154,780330,337599,337599,156,-4.5278009210114085,-2.6139308496942473,0.6144278115996533,-0.5874341133343127
K151,32,150,814277,630911,630848,79,-3.375160808492646,-1.330253708144355,0.5281282150378968,-0.40695837822491465
K164,20,159,639901,639901,187605,157,-2.391023056810729,-2.246234414653521,-0.12783161446634445,-0.48061189773651974
Q113,24,156,214997,168062,122830,189,-4.094919467201748,-2.665972598980895,0.4390823378719954,-0.7961859758972154
Q087,24,157,406777,240537,233395,166,-4.094919467201748,-2.665972598980895,0.4390823378719954,-0.7961859758972154
K485,20,153,270000,247422,247422,483,-4.094919467201748,-2.665972598980895,0.4390823378719954,-0.7961859758972154
X050,12,153,289823,220610,210313,114,-2.536686805820953,-2.0559686445281393,-0.4186070242063521,-0.5551183551512707
X092,12,154,259324,259324,13688,156,-0.15705084878315412,-0.8499665685926693,0.13326225097037253,0.4451958745138469
M535,2,150,793146,553452,518389,100,-3.4868651872845624,-2.798870149794937,0.6608228724980284,-0.6241593738405073
K242,18,157,228254,274389,270095,234,-3.4868651872845624,-2.798870149794937,0.6608228724980284,-0.6241593738405073
X030,7,154,481500,421066,421066,155,-3.4868651872845624,-2.798870149794937,0.6608228724980284,-0.6241593738405073
Q186,26,154,615417,576544,548540,254,-2.706450799034407,-2.57657389673697,-0.03132925958141051,-0.23132647200012335
K021,16,140,614095,614095,12271,159,-0.7989137745821016,-1.9198257871555104,0.24348640844602715,0.0348617955654799
K172,15,154,816891,634120,611177,497,-4.954230309147192,-1.332201155091204,0.21114158704431796,-0.7427274250378757
Q035,29,241,547449,542939,536661,194,-4.122014343322141,-2.5871873732816804,0.2274227311841788,-0.6015830974543879
X455,11,150,966382,596027,596027,113,-4.736842336614789,-2.434593413783111,-0.04723277923592987,-0.7249590097928484
M052,6,155,1022721,591274,342806,361,-3.0012498718269462,-2.173980187896335,-0.32473830058977016,-0.48499264200732445
M646,4,165,330731,330731,95480,154,-1.291120462406336,-1.8294664598610697,0.6000441930915502,0.3965917170878087
X086,10,153,534877,452586,384092,111,-3.0012496465513716,-2.1739803906542114,-0.3247385425579683,-0.4849928897321635
Q042,27,159,824628,552104,552104,174,-4.527800919094349,-2.6139309273110745,0.614427831016955,-0.5874341129653642
X072,8,155,460223,342009,332465,362,-4.527800919094349,-2.6139309273110745,0.614427831016955,-0.5874341129653642
K799,32,157,404279,646366,616941,228,-4.12201429448472,-2.587187482720776,0.22742249615086954,-0.6015829582177191
M521,2,212,1019598,1019598,36482,212,5.518228999399954,-0.22885952616554162,1.8670714420982384,1.8854452811129025
Q138,29,241,1238169,593429,593429,186,-3.0012497523178907,-2.1739803576353385,-0.32473836672413714,-0.4849926475659731
K281,21,159,740850,634905,508393,229,-4.736842184684155,-2.4345935617129335,-0.0472327843688074,-0.7249589859080192
X722,11,151,633969,700055,630263,298,-3.522399656940757,-1.4534028507849424,-0.07993220357682335,-0.3918780739255209
M192,6,139,186383,293786,205427,206,0.5102845642991902,-0.42939866866927867,0.9402525244937168,0.45076743561548965
R030,31,182,48326,58684,58684,187,-14.117724764441313,2.6147689766906606,-1.3805832305581944,1.6842494037507578
M110,1,174,369667,313370,290581,345,5.024374777657256,-1.6190340966575951,-0.18138218993209898,1.0999095024534558
R032,31,151,102363,100754,90072,127,15.079355793612143,-2.389825390928631,-0.13898941675787715,3.9328831177360346
K327,23,188,77694,136735,136735,135,-14.063373147876137,2.378159322529056,-1.637862271835726,1.3088299049746788
K650,14,188,108034,159098,155868,200,-14.117724764441313,2.6147689766906606,-1.3805832305581944,1.6842494037507578
M234,2,188,142975,142975,7824,190,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
M645,2,187,375390,374090,317444,323,-11.523527682588298,2.414629748208309,-1.1736135548010946,1.4943056991971666
Q409,25,188,87901,81857,79440,131,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
X026,10,189,164259,159018,88940,445,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
K722,21,183,113400,208080,208080,91,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
K525,21,170,180136,180136,41161,186,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
K205,20,184,106558,85912,50009,253,-15.666237455072839,2.2700689120602484,-1.5470544783989166,1.2179215785610649
M166,3,184,68750,159947,108387,166,-2.4486734041085505,2.1673696519031767,-0.439238386742554,1.201808494826231
Q505,28,183,104850,153209,134661,440,9.134450211468833,0.44616452451488386,-0.9188549471853088,1.3341065921529651
X430,10,185,76759,71345,63878,259,-4.068543201165102,1.0212998460797609,-0.4808871594717129,1.5755506822047414
M340,2,153,62414,62414,8011,157,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
Q456,24,153,583526,628674,543636,398,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
Q125,24,155,61828,83294,81418,256,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
R002,31,153,52110,31814,31814,117,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
X039,8,156,94776,164322,152479,265,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
K110,14,146,121853,121853,5617,156,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
K179,20,158,115630,147499,145470,189,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
R053,31,154,112000,97307,70003,240,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
K054,13,153,61755,156766,111724,390,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
R069,31,154,155000,312172,247103,134,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
K252,18,175,80831,80831,9018,156,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
Q470,28,153,117260,56121,52717,139,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
M088,3,159,145255,112335,106282,164,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
Q111,30,154,375404,339374,339374,148,-2.5366868267456404,-2.0559686238295005,-0.41860700501721854,-0.5551183963773089
Q020,25,152,407457,573749,525828,58,-2.391022916827413,-2.2462343109102694,-0.12783173818119586,-0.48061185502802756
K102,20,142,157794,157794,75213,154,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
K207,22,155,790000,572754,572754,175,-3.3694354802447326,-1.9080172185229003,-0.4557230485654833,-0.5257384252658026
X058,9,168,1120106,605986,539154,134,-2.380658425073525,-1.119773220316227,-0.7538885398858288,-0.06874558021198418
R024,31,151,146362,180237,135277,309,-0.8448933006951473,-0.31123965591735747,-1.6956702351957422,0.28715496927233625
X119,8,152,58847,116393,63875,215,-0.6871262068345283,-1.8264959928909992,-0.694745877043287,-0.1650376581707588
Q162,26,158,150606,150606,12742,157,-0.19933818232240458,-1.1409627118886043,-1.7051409227184116,-0.19351704282380133
M173,6,152,652179,589079,529862,56,-3.7077673855004774,-1.2443421161182202,-0.023885585926042383,-0.646397274720499
K138,17,159,422009,409483,371598,244,-2.391022818790289,-2.2462343294959615,-0.12783189266945685,-0.48061187033747527
M486,2,153,437233,351036,343171,445,-3.001249743209377,-2.173980247223094,-0.32473858935039757,-0.48499274183007574
M115,6,153,466141,340601,313892,119,-8.991945454744922,-0.6911179636293318,-0.11770855726849201,-0.9383429510524518
R060,31,173,37244,37412,8225,159,-2.5461416354904096,-1.9499074970504546,-0.19310912518128617,-0.5293534597144616
Q013,24,196,708443,534436,528325,154,-3.0012497159543075,-2.173980251399423,-0.3247385789443337,-0.4849927563333428
Q202,27,182,1057363,374354,373792,168,0.3924460753076639,-1.9437637115432365,-0.09802316024900952,-0.040552175856260926
K261,15,123,396001,558543,443607,282,-5.404854422286528,-0.9650582344167375,0.21858162941931333,-0.6286660241658552
M169,2,115,301587,180402,155833,218,-4.06160771930917,-1.306059427789883,-1.2369248787246903,-0.3756409261112406
K116,32,156,445495,445495,15097,155,-2.5461416354904096,-1.9499074970504546,-0.19310912518128617,-0.5293534597144616
Q080,28,154,487192,557295,506473,140,-9.534652272064662,1.9227260912464486,0.583410657504278,0.41050039515736875
R029,31,158,154346,179247,179247,277,5.805906926611282,-0.7731549274612103,-0.9381709692146885,0.6387447030818005
K185,20,153,297421,322751,322751,102,-2.5366868495660677,-2.055968611947422,-0.41860700533835943,-0.5551183654417011
X027,7,152,454495,545700,409744,79,-2.5366868495660677,-2.055968611947422,-0.41860700533835943,-0.5551183654417011
X089,11,150,284754,284754,3406,156,-2.3694537719708983,-2.1994383764647796,0.11072152968455014,-0.44509854875840704
M480,2,150,982629,844302,844302,107,-2.149314572961763,-2.257549111492598,-0.4032873789093134,-0.2229243236828893
M911,5,153,395977,291360,261294,96,-2.391022751609268,-2.2462343939828484,-0.12783160724450016,-0.48061186807411316
M064,1,153,551747,734661,664523,174,-2.391022751609268,-2.2462343939828484,-0.12783160724450016,-0.48061186807411316
Q118,29,152,780000,554099,546598,104,-2.391022751609268,-2.2462343939828484,-0.12783160724450016,-0.48061186807411316
X111,11,152,530877,530877,13711,157,-2.5366868267456404,-2.0559686238295005,-0.41860700501721854,-0.5551183963773089
Q045,27,152,729960,678895,627183,79,-2.391022751609268,-2.2462343939828484,-0.12783160724450016,-0.48061186807411316
Q038,29,154,754443,710096,643081,300,2.0307541854768383,-1.8500651982435308,-0.0197033860805874,0.6827572846370106
K615,19,224,1405112,764606,764606,240,-3.0012496807284847,-2.173980259183176,-0.3247384456608421,-0.48499273731850984
K100,21,229,1053403,648809,630510,245,-3.0012496807284847,-2.173980259183176,-0.3247384456608421,-0.48499273731850984
Q230,30,146,588832,588832,211724,152,-14.682169842620832,1.816860181794042,-0.776203819537827,-1.313325243346643
Q120,25,254,1197635,591575,572862,190,-2.7678439836266846,-1.7283745043140315,-0.6989345993696204,-0.15545611026597775
Q155,27,150,576841,606067,570984,46,-3.0012497295679728,-2.1739802340041847,-0.32473849669130905,-0.48499266899232696
K209,21,225,1208001,574070,574070,163,-3.0012497295679728,-2.1739802340041847,-0.32473849669130905,-0.48499266899232696
M042,2,152,643030,607328,586109,159,-3.0012497295679728,-2.1739802340041847,-0.32473849669130905,-0.48499266899232696
K309,16,134,173634,173634,4242,141,-0.6871262068345283,-1.8264959928909992,-0.694745877043287,-0.1650376581707588
R013,31,150,703945,727405,526401,66,-3.2797538643303996,-1.5260605348991403,-0.5264973778118107,-0.31272247883824
X067,12,137,1275345,737988,594968,50,-3.5955573868734647,-1.03048095303359,0.092001929122573,-0.3310604510456272
K877,17,152,277627,342409,311950,450,-3.3694355301152825,-1.9080173152152735,-0.45572289786082326,-0.5257383954935145
K052,22,153,522150,537269,530155,163,-3.3694355301152825,-1.9080173152152735,-0.45572289786082326,-0.5257383954935145
Q090,27,136,1541012,1541012,199728,155,-3.0012497159543075,-2.173980251399423,-0.3247385789443337,-0.4849927563333428
K656,15,156,639043,523169,472624,182,-2.774448342268373,-1.4006423595724946,-0.8301921606599786,0.09560523177511931
Q125,24,141,133500,130839,125914,128,-2.604153511306073,-0.056271192081624635,-0.22061191846542655,1.9835167218357952
X455,11,174,587400,421689,382403,245,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
K211,18,168,542200,447051,389675,71,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
Q049,24,152,664049,664775,194478,157,-2.391022726302994,-2.246234389766903,-0.12783172256986047,-0.48061180991936414
K021,16,173,566650,290957,267568,467,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
K273,19,167,521220,494429,444909,287,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
K380,14,167,567800,440568,359088,427,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
M191,3,175,621350,379906,306740,243,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
Q002,30,158,788554,788554,276732,154,-2.391022726302994,-2.246234389766903,-0.12783172256986047,-0.48061180991936414
K084,14,169,383191,291110,278505,305,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
Q822,29,174,58947,34687,33672,280,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
X136,12,170,363600,735765,405452,198,-0.9326117145629426,1.340043586932802,-1.755239267293524,0.9024976468608173
Q009,24,193,974931,797057,714741,255,-4.164828818096135,0.8291384526123875,-0.8163672865340729,0.8153547880826754
X060,8,178,121397,121397,6264,158,-0.9658481355342896,-1.5873794509672088,-1.5769599851688993,-0.348404201145692
Q136,29,174,632103,691976,670526,280,-7.4979923487687365,1.8591016221856713,-1.6965507377988076,1.105663916734807
X154,7,173,481290,466884,451774,237,-7.4979923487687365,1.8591016221856713,-1.6965507377988076,1.105663916734807
K304,16,189,730453,500757,434193,235,-9.351826372424412,1.8714866584290444,-1.6362763024747116,1.0827399361424934
K148,14,173,752450,707473,615193,447,-9.351826372424412,1.8714866584290444,-1.6362763024747116,1.0827399361424934
M061,1,170,452136,452136,17858,157,-2.5366868495660677,-2.055968611947422,-0.41860700533835943,-0.5551183654417011
K001,15,169,455615,414911,312441,169,-9.351826372424412,1.8714866584290444,-1.6362763024747116,1.0827399361424934
X178,11,174,341550,266407,257518,261,-9.351826372424412,1.8714866584290444,-1.6362763024747116,1.0827399361424934
M155,4,168,681596,542333,481561,281,-5.693710836384574,1.1978139425918497,-1.6022186503326803,0.9216508688461649
K312,22,170,765850,408322,371397,319,-9.49011888300875,1.9468901092550723,-1.1537099832564373,-0.37744290174390144
K090,21,136,278019,278019,237627,153,-2.391022751609268,-2.2462343939828484,-0.12783160724450016,-0.48061186807411316
M022,1,170,977750,609823,463743,268,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
M197,5,170,1052150,455488,403205,338,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
K029,15,169,793750,636618,526216,156,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
X073,9,169,788850,469992,397685,261,-9.07551850970798,2.139304711019138,-0.7793300920247256,-0.5655236913164338
Q022,25,144,876491,876491,258812,154,-3.0012496807284847,-2.173980259183176,-0.3247384456608421,-0.48499273731850984
R057,31,173,710500,528310,483802,187,-6.052717457466355,2.046552128968827,-0.30274245015291146,0.2740772211667221
K123,32,173,877050,603901,485358,336,0.06834627294777611,1.0834779722554977,-0.9181337075283971,0.747176415612372
K299,32,174,661849,560042,452732,358,-5.771641189109281,1.4268721653828165,-1.4191320681686588,0.3674709801623388
K044,13,170,683200,514363,449325,143,-5.771641189109281,1.4268721653828165,-1.4191320681686588,0.3674709801623388
Q063,27,167,1768026,1771158,239627,156,-3.0012498256830953,-2.1739802249326066,-0.32473845386035916,-0.4849927125167338
K085,13,153,450345,388044,351747,182,-1.3918810093538838,-0.33152894422262713,-1.052054172835647,0.3882470452843421
Q158,26,135,83366,58653,32705,302,2.30924473216026,-0.00882807170675236,0.25001344727816316,0.7769592599686858
M191,3,142,55919,30850,27128,104,4.986394223023556,-0.5101451898593867,-0.12086344947180895,1.997364573705789
K201,20,139,85010,57411,9819,176,-5.482904563423164,1.2708892111858154,-0.8889626038554295,-0.29061097303015027
M096,4,137,793701,793701,8963,155,-3.001249649454589,-2.173980387201957,-0.32473837646324977,-0.4849926540949244
M834,2,152,174858,193903,170048,280,-16.43852978299125,1.0702921897705466,-0.28441408072639945,-0.36908973581281584
R034,31,159,625745,279007,278186,167,-14.829573152540537,2.577733998022918,0.5383030805790496,-0.4371485249764172
R435,31,153,543998,455218,405324,233,-0.3701918805915831,-0.1809103288587328,-1.2246387201711244,1.6744379864322727
M470,3,183,189433,210497,207760,348,-1.5516755306215952,0.08755739390891537,0.03776295134348575,1.6185686954859533
K147,14,146,32017,33816,11676,137,-6.078384600995932,1.0937609431788462,-0.8919389129495122,-0.7357700706600335
Q239,24,179,388000,567782,302191,326,-11.943030092839106,2.163452325063683,-0.7656634666180017,0.6311143562546611
Q079,25,153,85502,14780,14780,51,-8.26996072035865,0.5657427866945717,-1.1122569003702039,0.21591045279719387
K152,22,154,424041,332720,323046,272,-16.047910817192086,1.2192374033443338,-0.566170540861443,-0.4357147406983739
Q216,26,107,144499,124706,117421,112,-6.81537817919081,1.282208579613388,-1.2772224838106092,0.6426641103046209
K169,15,185,438667,438667,198102,169,-9.49011888300875,1.9468901092550723,-1.1537099832564373,-0.37744290174390144
K525,21,140,96465,62701,59339,182,-7.385107005986685,0.3486545368521952,-1.549408832377967,0.5061868153910701
K490,20,155,1339243,668272,630168,300,-13.508880335389222,2.011118098211446,-0.23372677069172035,-0.5885965332548493
Q610,24,153,783464,319813,303861,224,-11.945821764276472,1.4478009557867393,-0.6609379021687186,-0.7685356419853381
