Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q292,30,150,197184,162430,162430,100,0.08666390851153154,-0.02994397158595633,0.007480979227094929,-0.0016245215706985263,-0.010256906318153998,-0.013867240135642143,0.014406091593303484,0.021175557406905115,-0.008084734791858665,0.032078693243141214
Q100,27,238,804579,477599,466578,168,0.004746620111427448,-0.019496099410221308,-0.001203519768361783,0.006854183178681386,0.002923122620106774,0.0015390172190422413,0.0027871266187591615,0.0001830892239400657,0.0028343221667968665,-0.0006393579648970541
K292,19,155,270000,354646,285432,167,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
K258,13,154,479400,682231,311146,138,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
Q145,30,165,584024,584024,203315,154,-0.024757379650824588,-0.018928519800061692,-0.002280392125590197,0.00327308486475583,0.00048622051129950023,-0.004215964604861555,-0.004574236960549422,-0.0001892389366934798,0.0020414133883151614,-0.0007055296817013466
X015,10,156,237462,223739,220329,174,0.1695720731195873,-0.02688489871284035,0.0077076631323886435,0.007880915934428363,0.0006381723243959164,0.009538718831125434,0.0038650838211574503,0.004933744198506983,-0.0039623076604174195,0.006420592055312094
K356,23,242,408065,254074,251307,161,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
Q207,27,155,188387,257175,175977,181,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
K257,14,235,397197,277576,274606,168,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
Q011,30,166,399805,399805,14507,154,0.08632167820625637,-0.030999022120543396,0.005920919123589839,-0.003025943281788931,0.002404147898571395,-0.01427682775878285,0.00815464959819767,0.0032772945008174726,-0.0014073267281646746,0.00995384326383464
Q260,24,154,99129,88971,84804,190,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
M008,6,154,171440,109839,105352,163,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
M088,3,156,353618,236121,229228,166,0.16957207311958727,-0.02688489871284033,0.00770766313238864,0.007880915934428355,0.0006381723243959106,0.009538718831125418,0.003865083821157452,0.004933744198506983,-0.0039623076604174325,0.006420592055312087
M146,4,154,1058784,583059,548803,271,0.11023950387860358,-0.02397481804929014,0.0029513455679507894,0.0013211071350485203,-0.0031275468172849152,-0.004379604838802514,-0.007021757177426088,0.002157000453160724,-0.0010825367225452743,0.0023984024805397412
M495,4,164,167921,167921,70864,154,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K086,32,153,324573,389412,286874,169,0.11023950387860358,-0.02397481804929014,0.0029513455679507894,0.0013211071350485203,-0.0031275468172849152,-0.004379604838802514,-0.007021757177426088,0.002157000453160724,-0.0010825367225452743,0.0023984024805397412
Q084,30,188,658175,401241,382557,241,0.2997323095531546,-0.003976685186138302,0.002839241666619915,-0.007249470345184714,-0.0002654227758116659,0.002013968461542299,-0.002030626878406516,0.0019587948103305677,-0.0006514619550290251,0.002322944090681047
Q198,27,151,425946,501088,406482,466,0.14867391830607157,-0.028177193711404366,0.00687096642299735,0.004803850634505473,0.004244925895506363,0.003482431028041334,0.003374622428681553,4.50651478904801e-05,-0.0016542141624004793,0.0017726924586953618
Q036,29,156,314425,388521,285594,141,0.14867391830607157,-0.028177193711404366,0.00687096642299735,0.004803850634505473,0.004244925895506363,0.003482431028041334,0.003374622428681553,4.50651478904801e-05,-0.0016542141624004793,0.0017726924586953618
X116,12,166,1032126,1032126,269446,156,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
M145,3,153,555232,381748,16757,65,0.14867391830607157,-0.028177193711404366,0.00687096642299735,0.004803850634505473,0.004244925895506363,0.003482431028041334,0.003374622428681553,4.50651478904801e-05,-0.0016542141624004793,0.0017726924586953618
M121,4,154,285575,223431,210405,154,0.1061961650318445,-0.025321358061512825,0.0031862713251724927,0.000363033710369793,-9.54279278137354e-05,-0.006097409135266279,-0.005534263842106783,-0.0006393246309450889,-2.3773299150058648e-05,-2.9835775059686822e-05
X142,11,154,1345001,831076,790677,160,0.17369246980962016,-0.027394562673560868,0.005787227605541853,0.00479455890748553,0.0031999039943856845,0.0015832665013286544,0.004579622625932892,-0.0002081028999423898,0.0006732738255784355,0.00019795668477827846
Q017,30,232,708217,237638,237607,154,0.17369246980962016,-0.027394562673560868,0.005787227605541853,0.00479455890748553,0.0031999039943856845,0.0015832665013286544,0.004579622625932892,-0.0002081028999423898,0.0006732738255784355,0.00019795668477827846
Q018,26,155,640177,640177,307611,156,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K045,32,156,681124,663189,393176,198,-0.08547629402622077,-0.012028291129096846,-0.002091921597533914,0.0006001436692948193,0.004131972526189541,0.004007650121434616,0.0017551732150629675,-0.0010560950042971876,0.0018581848902176855,-0.0010559582752236606
K305,13,180,580866,830458,336625,111,0.195620736338611,-0.026229677797940727,0.006143810083036338,0.007100038290248658,0.00023359249524517776,0.005650692106143594,0.0052487204238396605,0.0033951133093103685,-0.0004759220656800541,0.0032901966279350464
M076,3,153,710551,421997,421997,100,0.195620736338611,-0.026229677797940727,0.006143810083036338,0.007100038290248658,0.00023359249524517776,0.005650692106143594,0.0052487204238396605,0.0033951133093103685,-0.0004759220656800541,0.0032901966279350464
K210,17,235,919057,435737,432818,182,0.13013481390657938,-0.025170307600610495,0.00293855441980045,0.0009907974294746497,-0.00022181787600167102,-0.006085404523582148,-0.003400854468605458,-0.0007223846608926925,0.0014058053119541747,-0.0008971386288459541
Q041,26,160,276782,276782,8736,154,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K126,14,154,267615,385391,265224,142,0.11023949045703847,-0.023974815873181447,0.002951343613904859,0.0013211023635653605,-0.003127540808809255,-0.004379606404974437,-0.0070217546233102765,0.0021570026278918152,-0.0010825296341950002,0.0023984058370844397
R018,31,159,180225,296909,271103,162,0.11023949045703847,-0.023974815873181447,0.002951343613904859,0.0013211023635653605,-0.003127540808809255,-0.004379606404974437,-0.0070217546233102765,0.0021570026278918152,-0.0010825296341950002,0.0023984058370844397
Q133,26,154,446924,590910,426548,139,0.10619616737003001,-0.025321357701287878,0.0031862740524601415,0.000363026019022716,-9.542079850675366e-05,-0.006097407709371801,-0.00553425645853499,-0.0006393239562831216,-2.3759001536291345e-05,-2.9834138977622392e-05
Q097,27,154,464365,445836,415393,163,0.13917989158295388,-0.014535545763985837,0.004163267723956531,-0.0012946184626377547,-0.000649498339627053,-0.002153662500032814,-0.004104122696776743,0.003695548744945667,-0.0022195874215920385,0.004100955330295494
X460,9,152,653250,653250,206400,158,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
Q008,28,153,870415,414670,385869,303,0.10619616609888467,-0.025321362058031687,0.0031862688280306414,0.0003630270959746023,-9.541950280572359e-05,-0.006097410450288814,-0.005534267235575047,-0.0006393211337401777,-2.3756744209298486e-05,-2.9830762166333844e-05
Q119,24,196,1021278,706158,687663,162,0.03981382847703584,-0.011450332832550359,-0.001248074498952596,-0.0014883820592411464,0.0023434007606110683,-9.948306829188722e-05,-0.0008548415777669055,0.0005053116417370472,0.002521433005386373,-0.0011658495896108934
X022,9,237,910109,376506,376506,184,-0.06603089810120875,-0.020494742931316638,-0.0030512104372607883,0.006220718676399254,0.0047671204185243685,0.0011262564338957873,0.003902005778802739,-0.00021652384784550942,0.00441111493326962,-5.121488893560819e-05
X981,11,153,470523,403996,317080,359,0.007163273850980371,-0.007048894131767456,-0.00015133200883015255,-0.0008497891512633706,0.00015109202187931165,-0.0017149059477521557,0.005543760369119493,0.0021526595345715592,-0.0014407006935335898,0.0033588269101611124
X146,8,156,744831,744831,14899,154,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q217,28,179,494851,342859,342859,110,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K265,13,154,515089,363149,350973,183,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
M164,6,155,386750,457641,323858,135,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
Q059,29,155,482141,457002,371902,154,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
M104,2,173,590649,590649,11915,155,0.10619616222299474,-0.025321360558071073,0.0031862723381239663,0.0003630269784910832,-9.542718916237507e-05,-0.006097410393348422,-0.005534266541775964,-0.000639323132617021,-2.3765699734881705e-05,-2.98351195049192e-05
K001,15,154,164498,162417,133672,168,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
M133,5,232,599020,602519,585800,161,0.14867391989314446,-0.028177193343288883,0.006870959515048823,0.004803839824121814,0.004244930080548969,0.003482435196616964,0.003374624492103825,4.5064087566240494e-05,-0.0016542119278989123,0.0017726852156698105
Q147,29,154,282314,322959,252585,156,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K848,19,153,183794,143825,135226,89,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
X126,9,140,987507,987507,11506,156,0.10619616222299474,-0.025321360558071073,0.0031862723381239663,0.0003630269784910832,-9.542718916237507e-05,-0.006097410393348422,-0.005534266541775964,-0.000639323132617021,-2.3765699734881705e-05,-2.98351195049192e-05
Q173,26,224,316200,308953,308953,151,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
Q184,25,156,149646,272388,168711,225,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
Q200,25,153,406321,369036,369036,110,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
Q206,28,159,394527,302546,294463,244,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K390,17,165,1339277,1339277,36698,155,0.020715043710416065,-0.01917769568444046,0.0001442941235619389,0.002079873082271498,0.0009950787641481037,-0.002959283078970671,0.00017387828494987812,-0.0019364601444933195,0.0017136348669849432,-0.0027000719674448665
X080,10,154,443950,489367,404423,86,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
R031,31,154,338283,408093,289515,382,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K327,23,156,591584,357210,339597,162,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K329,21,155,363605,357640,269886,147,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K180,20,162,1812702,1812702,206260,155,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
K054,13,158,524168,369251,351106,145,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
R056,31,156,421199,439765,418453,146,0.14867391989314444,-0.028177193343288894,0.006870959515048817,0.004803839824121841,0.004244930080548974,0.003482435196616961,0.003374624492103826,4.506408756624947e-05,-0.0016542119278989316,0.0017726852156698192
K804,15,154,490286,311634,297261,154,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
K303,21,153,589908,489475,430883,111,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
K234,22,155,1250466,1250466,226650,155,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
K161,17,239,848576,457749,457749,177,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
K221,17,156,269329,189918,168440,177,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
K023,14,235,316912,426568,419896,186,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
K230,15,152,637422,595608,578779,26,0.10619616705776135,-0.025321360106234342,0.003186268129358824,0.0003630251793054101,-9.542460765155813e-05,-0.006097410488030353,-0.005534260773883912,-0.0006393238538345749,-2.376861459723318e-05,-2.984154327453044e-05
Q029,25,175,1353620,1353620,259482,158,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
K202,19,250,1286286,434032,434032,196,0.13013481124522874,-0.02517030906815807,0.0029385504838283067,0.0009907906940805247,-0.00022181213983148143,-0.006085408919639875,-0.0034008448535871125,-0.0007223854035168446,0.001405801381403872,-0.0008971431032557264
Q152,30,157,658969,396100,381871,335,0.2821156289380257,-0.005188858893642159,0.005946105248712034,-0.004818368292124811,0.004209729126982335,0.0030491302160946493,0.002681719841674815,0.0028765621665816686,-0.0005000409298185212,0.004570907183857242
K113,13,255,961994,545424,545424,191,0.20105696932595157,-0.016961244842646495,0.0027821132712272066,0.0029777676714017667,-0.0011339889859204994,0.003150034330837044,0.002863612129916086,-0.0021363817946911533,-0.0002705615613510007,-0.0002250497207166483
K018,14,159,417512,274198,260632,152,0.2941678184739257,-0.013551423674842697,0.005853765591589572,-0.0003525621589188396,-0.0017068039991038984,-0.0002585446967286167,0.006914034298439774,-0.00015733668327230424,-0.0007063891680087504,-0.0007270072105682965
X123,8,150,881723,881723,19390,157,0.1301348171716036,-0.025170314473537132,0.0029385533219534687,0.0009908023764430166,-0.00022181811993968715,-0.006085406673968887,-0.0034008470349728903,-0.0007223876433131131,0.0014058050389020732,-0.0008971398167188139
K297,14,236,775746,345613,345533,167,0.16568406495345234,-0.01853656849550827,-0.0007117142545430681,0.0015698614907681512,0.001118217944831105,0.00108409910611757,0.004531438491792167,-0.0010126527085105757,0.001223069648050384,0.0013951835068478093
K505,20,155,1477044,679169,651816,183,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
M054,3,237,714900,275801,271403,175,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q172,26,215,759401,600433,587958,153,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
X099,12,156,719788,719788,343717,154,0.19562072440911565,-0.026229676839467655,0.006143808591004799,0.007100035289231118,0.0002335915402420192,0.0056506912230204894,0.005248721921346764,0.003395120844092085,-0.00047592424165225123,0.0032901882097492183
K033,14,257,1020000,438334,438155,197,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q159,26,153,728699,701681,627860,107,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
X104,9,157,926610,616090,329864,379,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
K199,21,232,678600,253138,252652,172,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q650,27,171,259937,259937,92772,157,0.1488033482475301,-0.028754023284740467,0.004431368291430407,-0.0004314886188469846,0.0012760506390336842,-0.011522345013115673,0.008569651410330961,0.001777938069913949,0.0023895210505836023,0.004602234628396696
Q225,27,154,568955,522684,397640,143,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
K321,15,211,614136,544412,541606,139,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
M044,3,253,960000,413616,413616,187,0.1736924796755021,-0.027394560192660577,0.005787217133104329,0.00479455109848167,0.0031999094711201224,0.0015832734599564144,0.004579623732845902,-0.00020810385559074542,0.0006732789753178701,0.00019795144568975523
M041,2,153,860032,585461,526699,458,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q515,25,172,2739330,2739330,246360,154,0.08474028739710615,-0.016949083414677636,0.002080278857991731,0.003272186660117669,0.0037089229831401894,0.0015783865572023374,0.0028617777798825585,-7.473507169420829e-05,0.002318078378778252,-0.0014778202124563127
Q007,24,154,703660,236107,236107,106,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
K027,15,255,750365,379936,373979,196,0.17369247967550208,-0.027394560192660556,0.005787217133104319,0.004794551098481633,0.0031999094711201072,0.001583273459956394,0.0045796237328459164,-0.00020810385559071127,0.0006732789753178804,0.00019795144568975434
Q566,26,244,735127,329714,329714,175,0.3216308295158059,-0.005750329187224225,0.007517290746746608,-0.006169699037501417,0.003859340744244402,0.007576990733259842,-0.001928779998769322,0.0013384578094083434,-0.00296403166163261,0.0043889448909122985
M124,2,229,771500,474271,474271,245,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
K231,15,159,75185,75185,11813,155,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
Q221,26,180,478159,481210,481136,133,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
K268,18,256,730000,415622,415622,167,0.17369247662036982,-0.027394557854169048,0.005787226010593967,0.004794559126322355,0.0031999106434419384,0.0015832737820117599,0.004579618927260164,-0.00020810274358618876,0.0006732805242646236,0.0001979555354093171
M152,6,229,1131307,429831,421653,183,0.008411958438172329,-0.01952135131171845,-0.0018656465710645553,0.0034380091374399567,0.0003232857246574686,-0.004415676020579543,-0.0030215865050874494,-0.00030384476213026883,0.0029238332024613084,-0.0013050279197571535
K012,23,224,715414,620186,607305,179,0.022013804470173506,-0.02403030553824974,0.0008139725291766792,0.005271261833402101,0.003720926467275626,0.0008024315531030944,0.0038295130499262247,-0.0003863607644091489,0.0009146403230245322,-0.0009372069881766893
Q410,27,160,775983,917312,458539,140,-0.4797880886203969,-0.004978141610049567,-0.018967565266403055,-0.0011885684929497013,0.006607787973539878,-0.0009029294474557324,-0.0017724885291903055,-0.006256018580965345,0.007613946371022237,-0.005884351190076082
K088,15,239,1158195,497427,497427,170,0.20105696668673326,-0.016961242154324437,0.0027821184822051735,0.002977771282416314,-0.0011339866012971347,0.0031500311723384163,0.002863607353805719,-0.002136382057310771,-0.00027055637361055675,-0.00022504866313142436
Q209,25,135,790000,648262,648262,120,0.12829501287216166,-0.022442584394392857,0.003690410777562781,0.005385515165046085,0.0010630688054448735,-0.0006403294489580053,0.006165652336226711,0.0014287306905507037,0.0011657043453128474,-0.0003936684301342635
M075,3,153,672871,575792,575792,123,0.022707108876727736,-0.024484305801345183,-0.0010022063226588162,0.0015488103220089372,0.001520437116161119,-0.005747183197212639,-0.0029714695401568104,-0.0012434822946571986,0.0017187431965554017,-0.0019607007633548356
M520,2,155,754168,433484,380453,168,-0.001108672304105773,-0.011178978945778758,-0.0077163280734835445,0.0026346276581252544,-0.0006571568241955507,-0.0007224228851602949,0.004134634986112752,0.007475857507206676,0.004207640537506079,0.0024536208048001377
X807,7,168,58267,58267,26497,157,-0.47818148234644287,-0.002150570369051553,-0.019849390037998706,0.0029869860419030813,0.009168104813801212,0.004248246798881584,0.0059633991395280075,0.0008553541615689593,-0.00031920209254643084,-0.005276272458901938
M149,3,229,522249,316453,316453,161,0.1736924752264463,-0.02739455800252134,0.005787220421436079,0.004794552915061133,0.003199909296016651,0.0015832718610191594,0.004579623734575284,-0.0002080986816511073,0.0006732696937321368,0.00019795193692245753
K059,14,154,1279234,410612,374411,154,0.1736924752264463,-0.02739455800252134,0.005787220421436079,0.004794552915061133,0.003199909296016651,0.0015832718610191594,0.004579623734575284,-0.0002080986816511073,0.0006732696937321368,0.00019795193692245753
K263,23,154,1430000,398784,398784,118,0.13945968048102417,-0.016347988685376992,0.0020589887184863944,0.00433195456189025,0.0007495765990117716,0.0017931488204192153,0.002300592636922773,-0.0028424911933851113,-0.00043191213334146765,0.0007966038619585024
K306,19,258,702158,502041,502041,204,0.17896815050402837,-0.016283651813039004,-0.0015571418029369098,0.0025694012068114584,-0.0012062795916074297,0.003712515735294566,0.0049694746048906235,0.0012553965203158702,0.0005485624765829528,0.0036562051107940836
R082,31,142,63932,63932,30555,156,-0.20733956603350384,0.0009734697391630273,-0.011385962246960696,-0.005289045269949712,0.005343635848962463,-0.00046172254275194074,7.304839992045195e-05,0.000445106364757267,0.0055492533330658905,-0.00274755278505156
M083,4,154,869516,324288,324168,139,0.17369247288021922,-0.02739455831503732,0.0057872242029476054,0.004794564998494955,0.003199912676758096,0.001583272303488595,0.004579621217993087,-0.00020810220211323676,0.0006732800860618852,0.00019795183542316137
M020,1,152,613841,521743,513615,109,0.035775222305189126,-0.019418716642665965,0.0016481590325760343,0.0028468374507418675,0.003974868043862887,0.0018125866534865784,0.005728240801951016,-0.0010902789810971595,0.00020859341976175216,-0.002192073259162117
K117,13,182,40410,52446,52446,148,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
M123,5,254,60669,120099,120099,254,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
Q084,30,136,525610,525610,59110,154,-0.5341829129736558,0.0024485166294838253,-0.02722722189221639,0.0016849723495257938,-0.002055815622594832,-0.0018109245729381299,-0.005768928421683589,0.005271360312606801,0.0039578680333523745,-0.009078711289944823
M146,4,176,76410,61132,61132,82,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
M118,3,180,66550,55261,55261,95,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
M075,3,175,63611,126021,122393,43,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
Q292,30,175,16830,76997,76997,63,0.2895116989237783,0.019100085807741696,-0.003967655832759756,0.001565618418524582,0.0007559323051018225,0.010583951600319306,-0.002681374367655523,0.003473130394930916,0.00640793824791507,0.0011735668758866102
